name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
bin.173	50	1	0	69	TIGR00019,TIGR00043,TIGR00054,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00115,TIGR00138,TIGR00250,TIGR00362,TIGR00382,TIGR00396,TIGR00414,TIGR00435,TIGR00436,TIGR00442,TIGR00460,TIGR00468,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00959,TIGR00963,TIGR01017,TIGR01029,TIGR01059,TIGR01063,TIGR01128,TIGR01391,TIGR01393,TIGR01510,TIGR01951,TIGR01953,TIGR02075,TIGR02191,TIGR02432,TIGR03263,TIGR03594,TIGR03725	TIGR00472		PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00020,TIGR00029,TIGR00059,TIGR00064,TIGR00083,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00392,TIGR00398,TIGR00416,TIGR00420,TIGR00431,TIGR00445,TIGR00456,TIGR00459,TIGR00580,TIGR00810,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01394,TIGR01632,TIGR02012,TIGR02013,TIGR02027,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953
bin.174	63	2	0	55	PF00380.20,PF01025.20,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00059,TIGR00061,TIGR00065,TIGR00084,TIGR00088,TIGR00115,TIGR00116,TIGR00138,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00435,TIGR00436,TIGR00442,TIGR00580,TIGR00593,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00959,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01071,TIGR01082,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR03594,TIGR03625,TIGR03632,TIGR03953	TIGR00090,TIGR00634		PF00410.20,PF00466.21,PF02576.18,PF03726.15,TIGR00054,TIGR00064,TIGR00082,TIGR00083,TIGR00086,TIGR00092,TIGR00095,TIGR00158,TIGR00166,TIGR00392,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00615,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR01029,TIGR01059,TIGR01063,TIGR01079,TIGR01087,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR02013,TIGR02191,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03654,TIGR03723,TIGR03725
bin.175	103	5	0	12	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00088,TIGR00337,TIGR00435,TIGR01087,TIGR01394		TIGR00019,TIGR00061,TIGR00090,TIGR00138,TIGR00362,TIGR00663,TIGR00959,TIGR01039,TIGR01059,TIGR01063,TIGR01146,TIGR02729
bin.176	66	5	0	49	PF00380.20,PF00410.20,PF01025.20,PF03726.15,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00138,TIGR00168,TIGR00186,TIGR00362,TIGR00398,TIGR00414,TIGR00416,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00810,TIGR00928,TIGR00964,TIGR00967,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01128,TIGR01171,TIGR01391,TIGR01393,TIGR01510,TIGR02273,TIGR02350,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00065,TIGR00396,TIGR01009,TIGR01164,TIGR01394		PF00466.21,PF02576.18,TIGR00020,TIGR00059,TIGR00082,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00420,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00615,TIGR00643,TIGR00717,TIGR00755,TIGR00922,TIGR00959,TIGR00963,TIGR01011,TIGR01039,TIGR01059,TIGR01063,TIGR01087,TIGR01146,TIGR01169,TIGR01302,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02397,TIGR03625,TIGR03632
bin.180	82	0	0	38	PF00410.20,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00456,TIGR00459,TIGR00468,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01071,TIGR01079,TIGR01146,TIGR01164,TIGR01171,TIGR01393,TIGR01510,TIGR01953,TIGR02027,TIGR02075,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR03625,TIGR03632,TIGR03723,TIGR03725,TIGR03953			PF00380.20,PF00466.21,TIGR00043,TIGR00054,TIGR00090,TIGR00115,TIGR00116,TIGR00186,TIGR00392,TIGR00396,TIGR00436,TIGR00442,TIGR00445,TIGR00460,TIGR00472,TIGR00593,TIGR00631,TIGR00928,TIGR01011,TIGR01059,TIGR01066,TIGR01082,TIGR01087,TIGR01128,TIGR01169,TIGR01302,TIGR01391,TIGR01394,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02191,TIGR02350,TIGR02729,TIGR03263,TIGR03594,TIGR03654
bin.182	92	3	0	25	PF00380.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03723	TIGR00631,TIGR01011,TIGR01391		PF00410.20,TIGR00065,TIGR00082,TIGR00186,TIGR00382,TIGR00420,TIGR00431,TIGR00487,TIGR00580,TIGR00717,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01044,TIGR01071,TIGR01079,TIGR01164,TIGR01171,TIGR02027,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953
bin.185	52	4	0	64	PF00466.21,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00095,TIGR00115,TIGR00168,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00456,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00928,TIGR01039,TIGR01059,TIGR01082,TIGR01128,TIGR01169,TIGR01302,TIGR01394,TIGR01510,TIGR01951,TIGR02012,TIGR02191,TIGR03594,TIGR03723,TIGR03725	TIGR00194,TIGR00396,TIGR00810,TIGR02432		PF00380.20,PF00410.20,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00061,TIGR00065,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00337,TIGR00414,TIGR00435,TIGR00445,TIGR00468,TIGR00472,TIGR00580,TIGR00593,TIGR00717,TIGR00755,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01146,TIGR01164,TIGR01171,TIGR01391,TIGR01393,TIGR01632,TIGR01953,TIGR02013,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02729,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03953
bin.186	105	1	0	14	PF00410.20,PF00466.21,PF01025.20,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03953	TIGR00435		PF00380.20,PF02576.18,TIGR00059,TIGR00095,TIGR00442,TIGR00643,TIGR01039,TIGR01066,TIGR01082,TIGR01146,TIGR02027,TIGR02191,TIGR03723,TIGR03725
bin.187	55	4	0	61	PF00380.20,PF02576.18,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00115,TIGR00158,TIGR00166,TIGR00168,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00416,TIGR00435,TIGR00445,TIGR00459,TIGR00460,TIGR00468,TIGR00487,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00643,TIGR00663,TIGR00755,TIGR01011,TIGR01029,TIGR01032,TIGR01063,TIGR01066,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01393,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02191,TIGR02350,TIGR02432,TIGR02729,TIGR03263,TIGR03725	TIGR00116,TIGR00382,TIGR00472,TIGR01394		PF00410.20,PF00466.21,PF01025.20,PF03726.15,TIGR00006,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00138,TIGR00186,TIGR00194,TIGR00250,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00456,TIGR00496,TIGR00580,TIGR00634,TIGR00635,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01039,TIGR01044,TIGR01059,TIGR01071,TIGR01079,TIGR01082,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01632,TIGR02013,TIGR02027,TIGR02075,TIGR02273,TIGR02386,TIGR02397,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953
bin.189	67	0	0	53	PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00020,TIGR00043,TIGR00054,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00420,TIGR00431,TIGR00436,TIGR00445,TIGR00459,TIGR00468,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR00963,TIGR01011,TIGR01029,TIGR01039,TIGR01059,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01953,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02729,TIGR03263,TIGR03594,TIGR03725			PF00380.20,PF00410.20,PF00466.21,TIGR00019,TIGR00029,TIGR00059,TIGR00064,TIGR00084,TIGR00090,TIGR00138,TIGR00166,TIGR00168,TIGR00250,TIGR00398,TIGR00416,TIGR00435,TIGR00442,TIGR00456,TIGR00460,TIGR00472,TIGR00487,TIGR00663,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01032,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02386,TIGR02397,TIGR02432,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03953
bin.191	68	5	0	47	PF00380.20,PF01025.20,PF02576.18,TIGR00006,TIGR00020,TIGR00054,TIGR00059,TIGR00065,TIGR00082,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00166,TIGR00250,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00436,TIGR00442,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00928,TIGR00959,TIGR00967,TIGR01009,TIGR01032,TIGR01044,TIGR01066,TIGR01082,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR03263,TIGR03594,TIGR03953	TIGR00138,TIGR00456,TIGR00663,TIGR01169,TIGR03625		PF00410.20,PF00466.21,PF03726.15,TIGR00019,TIGR00029,TIGR00043,TIGR00061,TIGR00064,TIGR00083,TIGR00084,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00431,TIGR00445,TIGR00487,TIGR00593,TIGR00634,TIGR00810,TIGR00922,TIGR00963,TIGR00964,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01393,TIGR02013,TIGR02027,TIGR02432,TIGR02729,TIGR03632,TIGR03654,TIGR03723,TIGR03725
bin.199	103	2	0	15	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00396,TIGR01029		TIGR00029,TIGR00082,TIGR00084,TIGR00392,TIGR00398,TIGR00416,TIGR00593,TIGR00663,TIGR01017,TIGR01032,TIGR01394,TIGR02075,TIGR02191,TIGR02386,TIGR03632
bin.200	72	3	0	45	PF00410.20,PF00466.21,PF02576.18,TIGR00006,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00362,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00459,TIGR00460,TIGR00472,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00963,TIGR00967,TIGR01017,TIGR01039,TIGR01079,TIGR01082,TIGR01128,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02075,TIGR02397,TIGR02432,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00250,TIGR02027,TIGR02729		PF00380.20,PF01025.20,PF03726.15,TIGR00019,TIGR00064,TIGR00083,TIGR00088,TIGR00116,TIGR00138,TIGR00382,TIGR00392,TIGR00416,TIGR00436,TIGR00445,TIGR00468,TIGR00487,TIGR00496,TIGR00580,TIGR00717,TIGR00922,TIGR00959,TIGR00964,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01087,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01953,TIGR02013,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR03263,TIGR03594
bin.203	107	4	0	9	PF00380.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00539,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00382,TIGR00580,TIGR01011,TIGR01391		PF00410.20,TIGR00061,TIGR00138,TIGR00496,TIGR00593,TIGR00643,TIGR00717,TIGR00928,TIGR02075
bin.204	104	8	0	8	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00250,TIGR00344,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00615,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01079,TIGR01082,TIGR01087,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01393,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00086,TIGR00092,TIGR00194,TIGR00337,TIGR00362,TIGR00580,TIGR01391,TIGR01394		TIGR00392,TIGR00631,TIGR00755,TIGR00963,TIGR00967,TIGR01021,TIGR01071,TIGR01128
bin.209	103	4	0	13	PF00380.20,PF00410.20,PF00466.21,PF01025.20,PF02576.18,PF03726.15,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00168,TIGR00194,TIGR00250,TIGR00344,TIGR00362,TIGR00392,TIGR00398,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01066,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00166,TIGR00382,TIGR00396,TIGR02350		TIGR00186,TIGR00337,TIGR00416,TIGR00468,TIGR00472,TIGR00593,TIGR01021,TIGR01059,TIGR01063,TIGR01071,TIGR02013,TIGR02386,TIGR02397
