Orthogroup	Duplications (all)	Duplications (50% support)
OG0002789	3	2
OG0002790	2	2
OG0002791	2	1
OG0002792	8	7
OG0002793	5	3
OG0002794	3	2
OG0002795	3	0
OG0002796	5	4
OG0002797	4	2
OG0002798	4	1
OG0002799	16	16
OG0002800	18	18
OG0002801	12	10
OG0002802	18	18
OG0002803	15	15
OG0002804	6	0
OG0002805	4	0
OG0002806	9	8
OG0002807	16	14
OG0002808	18	18
OG0002809	7	5
OG0002810	18	18
OG0002811	18	18
OG0002812	18	18
OG0002813	18	18
OG0002814	18	18
OG0002815	17	17
OG0002816	10	9
OG0002817	18	18
OG0002818	14	13
OG0002819	13	13
OG0002820	17	17
OG0002821	9	6
OG0002822	2	1
OG0002823	0	0
OG0002824	3	1
OG0002825	1	1
OG0002826	4	2
OG0002827	2	2
OG0002828	2	0
OG0002829	4	4
OG0002830	2	0
OG0002831	3	3
OG0002832	1	1
OG0002833	5	4
OG0002834	2	1
OG0002835	2	0
OG0002836	2	0
OG0002837	0	0
OG0002838	2	1
OG0002839	0	0
OG0002840	1	1
OG0002841	0	0
OG0002842	1	1
OG0002843	1	1
OG0002844	1	0
OG0002845	2	2
OG0002846	2	2
OG0002847	3	2
OG0002848	1	0
OG0002849	2	1
OG0002850	2	2
OG0002851	2	0
OG0002852	3	2
OG0002853	3	2
OG0002854	1	0
OG0002855	2	1
OG0002856	4	3
OG0002857	3	3
OG0002858	1	1
OG0002859	0	0
OG0002860	0	0
OG0002861	1	0
OG0002862	2	1
OG0002863	0	0
OG0002864	2	0
OG0002865	2	1
OG0002866	13	12
OG0002867	2	2
OG0002868	1	1
OG0002869	1	1
OG0002870	2	0
OG0002871	1	0
OG0002872	1	1
OG0002873	1	1
OG0002874	0	0
OG0002875	0	0
OG0002876	1	0
OG0002877	1	0
OG0002878	1	0
OG0002879	4	3
OG0002880	0	0
OG0002881	3	2
OG0002882	1	0
OG0002883	1	0
OG0002884	3	3
OG0002885	1	1
OG0002886	3	1
OG0002887	1	1
OG0002888	3	3
OG0002889	4	4
OG0002890	2	1
OG0002891	1	0
OG0002892	1	1
OG0002893	5	4
OG0002894	0	0
OG0002895	1	1
OG0002896	0	0
OG0002897	0	0
OG0002898	3	1
OG0002899	4	2
OG0002900	3	1
OG0002901	2	0
OG0002902	1	0
OG0002903	2	0
OG0002904	1	1
OG0002905	2	1
OG0002906	2	2
OG0002907	1	1
OG0002908	3	3
OG0002909	1	0
OG0002910	1	0
OG0002911	0	0
OG0002912	4	3
OG0002913	2	1
OG0002914	2	2
OG0002915	1	1
OG0002916	1	1
OG0002917	2	1
OG0002918	1	1
OG0002919	3	1
OG0002920	1	1
OG0002921	2	0
OG0002922	2	1
OG0002923	1	0
OG0002924	1	0
OG0002925	3	1
OG0002926	1	1
OG0002927	3	2
OG0002928	4	3
OG0002929	3	2
OG0002930	0	0
OG0002931	3	1
OG0002932	1	0
OG0002933	0	0
OG0002934	1	1
OG0002935	3	2
OG0002936	2	1
OG0002937	0	0
OG0002938	1	0
OG0002939	0	0
OG0002940	1	1
OG0002941	0	0
OG0002942	2	2
OG0002943	1	1
OG0002944	2	2
OG0002945	0	0
OG0002946	0	0
OG0002947	2	1
OG0002948	2	1
OG0002949	0	0
OG0002950	1	1
OG0002951	1	0
OG0002952	2	0
OG0002953	0	0
OG0002954	3	3
OG0002955	1	0
OG0002956	0	0
OG0002957	1	1
OG0002958	3	1
OG0002959	2	1
OG0002960	0	0
OG0002961	4	4
OG0002962	1	1
OG0002963	1	1
OG0002964	1	1
OG0002965	0	0
OG0002966	2	0
OG0002967	1	1
OG0002968	1	0
OG0002969	3	3
OG0002970	1	1
OG0002971	1	1
OG0002972	0	0
OG0002973	0	0
OG0002974	2	1
OG0002975	3	3
OG0002976	2	1
OG0002977	1	1
OG0002978	1	1
OG0002979	3	3
OG0002980	1	1
OG0002981	1	1
OG0002982	3	2
OG0002983	3	3
OG0002984	0	0
OG0002985	2	1
OG0002986	1	0
OG0002987	1	0
OG0002988	1	1
OG0002989	0	0
OG0002990	1	1
OG0002991	1	1
OG0002992	3	2
OG0002993	0	0
OG0002994	3	3
OG0002995	2	2
OG0002996	2	2
OG0002997	1	1
OG0002998	2	1
OG0002999	0	0
OG0003000	0	0
OG0003001	0	0
OG0003002	1	1
OG0003003	2	0
OG0003004	0	0
OG0003005	0	0
OG0003006	2	2
OG0003007	0	0
OG0003008	2	0
OG0003009	2	2
OG0003010	0	0
OG0003011	2	0
OG0003012	1	1
OG0003013	0	0
OG0003014	2	2
OG0003015	1	0
OG0003016	3	0
OG0003017	5	5
OG0003018	5	4
OG0003019	2	0
OG0003020	3	1
OG0003021	1	1
OG0003022	1	0
OG0003023	1	1
OG0003024	4	4
OG0003025	3	2
OG0003026	2	1
OG0003027	1	1
OG0003028	0	0
OG0003029	2	1
OG0003030	2	2
OG0003031	1	0
OG0003032	2	2
OG0003033	2	2
OG0003034	2	2
OG0003035	3	1
OG0003036	5	0
OG0003037	0	0
OG0003038	2	0
OG0003039	5	2
OG0003040	3	0
OG0003041	3	2
OG0003042	0	0
OG0003043	2	1
OG0003044	3	3
OG0003045	3	2
OG0003046	1	0
OG0003047	1	0
OG0003048	3	1
OG0003049	1	1
OG0003050	2	1
OG0003051	0	0
OG0003052	2	1
OG0003053	2	1
OG0003054	2	0
OG0003055	3	1
OG0003056	3	2
OG0003057	0	0
OG0003058	2	0
OG0003059	2	0
OG0003060	0	0
OG0003061	1	0
OG0003062	3	2
OG0003063	4	2
OG0003064	2	2
OG0003065	1	1
OG0003066	3	3
OG0003067	1	1
OG0003068	1	0
OG0003069	0	0
OG0003070	3	2
OG0003071	1	1
OG0003072	5	4
OG0003073	2	0
OG0003074	2	2
OG0003075	1	0
OG0003076	1	0
OG0003077	1	1
OG0003078	2	2
OG0003079	2	1
OG0003080	3	1
OG0003081	0	0
OG0003082	2	1
OG0003083	3	2
OG0003084	2	1
OG0003085	0	0
OG0003086	1	1
OG0003087	1	1
OG0003088	6	2
OG0003089	3	1
OG0003090	6	6
OG0003091	0	0
OG0003092	3	1
OG0003093	1	0
OG0003094	1	0
OG0003095	2	1
OG0003096	4	4
OG0003097	1	0
OG0003098	1	0
OG0003099	0	0
OG0003100	0	0
OG0003101	2	0
OG0003102	1	0
OG0003103	1	1
OG0003104	2	1
OG0003105	1	1
OG0003106	2	2
OG0003107	1	1
OG0003108	1	0
OG0003109	2	1
OG0003110	1	0
OG0003111	3	0
OG0003112	3	1
OG0003113	1	0
OG0003114	1	0
OG0003115	1	1
OG0003116	5	1
OG0003117	3	0
OG0003118	1	1
OG0003119	0	0
OG0003120	3	3
OG0003121	0	0
OG0003122	2	2
OG0003123	1	0
OG0003124	2	1
OG0003125	1	0
OG0003126	3	3
OG0003127	1	1
OG0003128	3	0
OG0003129	1	0
OG0003130	2	1
OG0003131	2	0
OG0003132	1	1
OG0003133	4	2
OG0003134	2	2
OG0003135	1	1
OG0003136	1	1
OG0003137	2	1
OG0003138	1	1
OG0003139	6	2
OG0003140	4	1
OG0003141	1	0
OG0003142	2	1
OG0003143	3	1
OG0003144	0	0
OG0003145	1	1
OG0003146	3	1
OG0003147	2	0
OG0003148	0	0
OG0003149	0	0
OG0003150	4	1
OG0003151	1	0
OG0003152	1	1
OG0003153	5	4
OG0003154	2	0
OG0003155	5	3
OG0003156	3	1
OG0003157	1	0
OG0003158	0	0
OG0003159	3	2
OG0003160	2	1
OG0003161	1	0
OG0003162	1	1
OG0003163	1	1
OG0003164	2	2
OG0003165	1	1
OG0003166	1	0
OG0003167	2	0
OG0003168	3	3
OG0003169	0	0
OG0003170	4	3
OG0003171	2	1
OG0003172	5	3
OG0003173	1	1
OG0003174	1	1
OG0003175	6	6
OG0003176	3	3
OG0003177	3	2
OG0003178	0	0
OG0003179	1	1
OG0003180	2	1
OG0003181	3	3
OG0003182	5	4
OG0003183	3	1
OG0003184	4	2
OG0003185	2	1
OG0003186	1	1
OG0003187	2	0
OG0003188	1	1
OG0003189	3	2
OG0003190	1	1
OG0003191	1	1
OG0003192	2	2
OG0003193	3	2
OG0003194	4	3
OG0003195	2	2
OG0003196	1	0
OG0003197	0	0
OG0003198	2	2
OG0003199	2	0
OG0003200	2	2
OG0003201	2	2
OG0003202	1	1
OG0003203	1	0
OG0003204	2	1
OG0003205	2	1
OG0003206	1	1
OG0003207	2	2
OG0003208	1	1
OG0003209	2	1
OG0003210	1	1
OG0003211	2	0
OG0003212	0	0
OG0003213	3	2
OG0003214	1	1
OG0003215	1	1
OG0003216	0	0
OG0003217	3	2
OG0003218	2	2
OG0003219	2	0
OG0003220	1	1
OG0003221	5	3
OG0003222	2	1
OG0003223	0	0
OG0003224	1	1
OG0003225	1	1
OG0003226	0	0
OG0003227	0	0
OG0003228	0	0
OG0003229	1	0
OG0003230	2	2
OG0003231	0	0
OG0003232	2	1
OG0003233	2	0
OG0003234	1	0
OG0003235	1	0
OG0003236	2	2
OG0003237	2	0
OG0003238	3	3
OG0003239	0	0
OG0003240	0	0
OG0003241	1	0
OG0003242	0	0
OG0003243	4	4
OG0003244	1	1
OG0003245	1	1
OG0003246	1	1
OG0003247	1	0
OG0003248	0	0
OG0003249	2	2
OG0003250	1	1
OG0003251	2	1
OG0003252	2	2
OG0003253	0	0
OG0003254	0	0
OG0003255	1	0
OG0003256	6	5
OG0003257	1	0
OG0003258	8	8
OG0003259	1	0
OG0003260	1	1
OG0003261	3	2
OG0003262	0	0
OG0003263	3	3
OG0003264	0	0
OG0003265	2	2
OG0003266	1	1
OG0003267	3	3
OG0003268	2	1
OG0003269	0	0
OG0003270	1	1
OG0003271	1	0
OG0003272	3	0
OG0003273	1	1
OG0003274	1	1
OG0003275	1	0
OG0003276	2	0
OG0003277	1	0
OG0003278	1	0
OG0003279	0	0
OG0003280	3	3
OG0003281	4	3
OG0003282	3	0
OG0003283	3	2
OG0003284	1	0
OG0003285	2	0
OG0003286	1	0
OG0003287	3	1
OG0003288	1	1
OG0003289	2	2
OG0003290	3	3
OG0003291	4	2
OG0003292	2	2
OG0003293	3	1
OG0003294	4	4
OG0003295	3	0
OG0003296	3	2
OG0003297	2	0
OG0003298	3	1
OG0003299	4	3
OG0003300	2	1
OG0003301	2	2
OG0003302	1	1
OG0003303	2	1
OG0003304	1	1
OG0003305	1	1
OG0003306	1	1
OG0003307	2	1
OG0003308	1	0
OG0003309	0	0
OG0003310	1	1
OG0003311	1	0
OG0003312	1	1
OG0003313	1	1
OG0003314	1	1
OG0003315	1	0
OG0003316	2	2
OG0003317	1	1
OG0003318	1	0
OG0003319	1	0
OG0003320	1	1
OG0003321	0	0
OG0003322	1	0
OG0003323	2	2
OG0003324	0	0
OG0003325	0	0
OG0003326	1	0
OG0003327	3	3
OG0003328	2	1
OG0003329	1	1
OG0003330	2	2
OG0003331	2	1
OG0003332	1	1
OG0003333	1	1
OG0003334	0	0
OG0003335	2	0
OG0003336	3	0
OG0003337	3	1
OG0003338	7	7
OG0003339	6	3
OG0003340	2	1
OG0003341	4	3
OG0003342	2	2
OG0003343	3	1
OG0003344	5	3
OG0003345	1	1
OG0003346	5	3
OG0003347	1	1
OG0003348	1	1
OG0003349	3	1
OG0003350	2	0
OG0003351	2	1
OG0003352	3	1
OG0003353	5	4
OG0003354	2	0
OG0003355	6	5
OG0003356	7	6
OG0003357	2	1
OG0003358	3	3
OG0003359	5	4
OG0003360	17	17
OG0003361	17	17
OG0003362	17	17
OG0003363	17	17
OG0003364	15	15
OG0003365	6	3
OG0003366	6	5
OG0003367	17	17
OG0003368	17	17
OG0003369	17	17
OG0003370	17	17
OG0003371	17	17
OG0003372	10	8
OG0003373	17	17
OG0003374	17	17
OG0003375	11	11
OG0003376	14	14
OG0003377	8	5
OG0003378	17	17
OG0003379	17	17
OG0003380	7	4
OG0003381	9	8
OG0003382	4	4
OG0003383	16	16
OG0003384	17	17
OG0003385	0	0
OG0003386	0	0
OG0003387	2	0
OG0003388	0	0
OG0003389	2	1
OG0003390	1	0
OG0003391	3	2
OG0003392	1	1
OG0003393	1	1
OG0003394	2	0
OG0003395	1	0
OG0003396	0	0
OG0003397	2	2
OG0003398	2	1
OG0003399	3	2
OG0003400	0	0
OG0003401	1	1
OG0003402	2	0
OG0003403	1	1
OG0003404	3	2
OG0003405	1	1
OG0003406	0	0
OG0003407	1	1
OG0003408	4	3
OG0003409	1	0
OG0003410	4	0
OG0003411	1	1
OG0003412	5	3
OG0003413	2	1
OG0003414	2	0
OG0003415	3	3
OG0003416	0	0
OG0003417	2	1
OG0003418	0	0
OG0003419	1	0
OG0003420	1	1
OG0003421	3	3
OG0003422	0	0
OG0003423	6	4
OG0003424	1	0
OG0003425	2	0
OG0003426	1	1
OG0003427	1	0
OG0003428	1	1
OG0003429	2	1
OG0003430	1	1
OG0003431	1	1
OG0003432	3	3
OG0003433	0	0
OG0003434	1	1
OG0003435	4	3
OG0003436	3	0
OG0003437	1	0
OG0003438	1	0
OG0003439	3	0
OG0003440	0	0
OG0003441	2	1
OG0003442	3	1
OG0003443	2	1
OG0003444	0	0
OG0003445	3	2
OG0003446	2	1
OG0003447	3	3
OG0003448	2	1
OG0003449	2	1
OG0003450	16	16
OG0003451	1	0
OG0003452	0	0
OG0003453	0	0
OG0003454	2	2
OG0003455	0	0
OG0003456	0	0
OG0003457	0	0
OG0003458	1	0
OG0003459	2	2
OG0003460	3	2
OG0003461	1	0
OG0003462	6	6
OG0003463	4	3
OG0003464	3	2
OG0003465	3	1
OG0003466	2	2
OG0003467	0	0
OG0003468	1	1
OG0003469	1	1
OG0003470	4	3
OG0003471	2	0
OG0003472	0	0
OG0003473	1	0
OG0003474	0	0
OG0003475	2	2
OG0003476	5	3
OG0003477	1	0
OG0003478	3	2
OG0003479	0	0
OG0003480	1	0
OG0003481	3	2
OG0003482	3	1
OG0003483	1	1
OG0003484	4	2
OG0003485	0	0
OG0003486	0	0
OG0003487	0	0
OG0003488	3	3
OG0003489	1	1
OG0003490	1	1
OG0003491	1	0
OG0003492	2	0
OG0003493	7	7
OG0003494	0	0
OG0003495	3	1
OG0003496	2	1
OG0003497	0	0
OG0003498	0	0
OG0003499	5	3
OG0003500	0	0
OG0003501	1	1
OG0003502	0	0
OG0003503	3	2
OG0003504	0	0
OG0003505	0	0
OG0003506	2	0
OG0003507	2	0
OG0003508	3	1
OG0003509	2	0
OG0003510	0	0
OG0003511	1	0
OG0003512	2	1
OG0003513	1	0
OG0003514	0	0
OG0003515	0	0
OG0003516	0	0
OG0003517	1	1
OG0003518	1	1
OG0003519	0	0
OG0003520	1	1
OG0003521	3	3
OG0003522	2	1
OG0003523	2	0
OG0003524	0	0
OG0003525	2	1
OG0003526	2	1
OG0003527	1	1
OG0003528	1	1
OG0003529	0	0
OG0003530	0	0
OG0003531	1	0
OG0003532	1	0
OG0003533	0	0
OG0003534	0	0
OG0003535	2	0
OG0003536	0	0
OG0003537	2	2
OG0003538	2	1
OG0003539	1	0
OG0003540	0	0
OG0003541	1	1
OG0003542	3	1
OG0003543	0	0
OG0003544	3	2
OG0003545	2	0
OG0003546	2	0
OG0003547	1	0
OG0003548	1	1
OG0003549	1	1
OG0003550	4	1
OG0003551	3	2
OG0003552	1	0
OG0003553	0	0
OG0003554	1	1
OG0003555	2	1
OG0003556	4	3
OG0003557	0	0
OG0003558	1	0
OG0003559	0	0
OG0003560	0	0
OG0003561	3	0
OG0003562	0	0
OG0003563	2	1
OG0003564	1	1
OG0003565	2	2
OG0003566	2	0
OG0003567	2	0
OG0003568	2	1
OG0003569	3	0
OG0003570	2	2
OG0003571	2	0
OG0003572	1	0
OG0003573	2	2
OG0003574	0	0
OG0003575	1	0
OG0003576	1	0
OG0003577	1	0
OG0003578	1	1
OG0003579	3	1
OG0003580	0	0
OG0003581	3	1
OG0003582	1	1
OG0003583	1	0
OG0003584	0	0
OG0003585	0	0
OG0003586	2	1
OG0003587	0	0
OG0003588	1	1
OG0003589	0	0
OG0003590	3	3
OG0003591	3	1
OG0003592	1	0
OG0003593	1	1
OG0003594	2	1
OG0003595	0	0
OG0003596	1	1
OG0003597	8	7
OG0003598	2	1
OG0003599	6	5
OG0003600	0	0
OG0003601	4	4
OG0003602	3	2
OG0003603	4	2
OG0003604	0	0
OG0003605	4	1
OG0003606	2	1
OG0003607	2	1
OG0003608	1	0
OG0003609	2	0
OG0003610	1	1
OG0003611	0	0
OG0003612	0	0
OG0003613	4	3
OG0003614	4	4
OG0003615	0	0
OG0003616	1	0
OG0003617	0	0
OG0003618	1	1
OG0003619	2	2
OG0003620	1	1
OG0003621	5	5
OG0003622	1	0
OG0003623	1	1
OG0003624	6	4
OG0003625	2	1
OG0003626	1	0
OG0003627	1	1
OG0003628	1	1
OG0003629	0	0
OG0003630	7	6
OG0003631	1	0
OG0003632	4	4
OG0003633	1	0
OG0003634	3	2
OG0003635	5	1
OG0003636	2	2
OG0003637	3	2
OG0003638	1	1
OG0003639	1	1
OG0003640	1	0
OG0003641	0	0
OG0003642	4	4
OG0003643	1	1
OG0003644	1	0
OG0003645	1	1
OG0003646	0	0
OG0003647	3	0
OG0003648	2	2
OG0003649	0	0
OG0003650	3	2
OG0003651	2	2
OG0003652	0	0
OG0003653	0	0
OG0003654	1	0
OG0003655	0	0
OG0003656	1	1
OG0003657	1	1
OG0003658	1	1
OG0003659	2	1
OG0003660	0	0
OG0003661	2	1
OG0003662	2	0
OG0003663	2	2
OG0003664	3	3
OG0003665	2	1
OG0003666	0	0
OG0003667	0	0
OG0003668	2	2
OG0003669	2	1
OG0003670	0	0
OG0003671	1	0
OG0003672	0	0
OG0003673	2	2
OG0003674	1	1
OG0003675	2	0
OG0003676	2	2
OG0003677	5	3
OG0003678	0	0
OG0003679	1	0
OG0003680	2	2
OG0003681	2	1
OG0003682	1	0
OG0003683	2	1
OG0003684	0	0
OG0003685	6	3
OG0003686	0	0
OG0003687	4	4
OG0003688	2	0
OG0003689	2	1
OG0003690	4	3
OG0003691	0	0
OG0003692	1	1
OG0003693	3	0
OG0003694	1	1
OG0003695	3	3
OG0003696	1	1
OG0003697	2	2
OG0003698	2	2
OG0003699	2	2
OG0003700	1	0
OG0003701	1	0
OG0003702	1	1
OG0003703	0	0
OG0003704	2	2
OG0003705	1	0
OG0003706	1	1
OG0003707	2	2
OG0003708	2	2
OG0003709	2	2
OG0003710	2	0
OG0003711	3	1
OG0003712	1	0
OG0003713	1	1
OG0003714	2	2
OG0003715	1	1
OG0003716	1	1
OG0003717	1	0
OG0003718	2	1
OG0003719	1	1
OG0003720	0	0
OG0003721	2	2
OG0003722	0	0
OG0003723	3	1
OG0003724	1	1
OG0003725	2	2
OG0003726	3	3
OG0003727	1	1
OG0003728	2	1
OG0003729	1	1
OG0003730	3	3
OG0003731	4	1
OG0003732	2	0
OG0003733	0	0
OG0003734	5	5
OG0003735	4	1
OG0003736	0	0
OG0003737	2	2
OG0003738	3	2
OG0003739	1	0
OG0003740	1	0
OG0003741	2	0
OG0003742	0	0
OG0003743	0	0
OG0003744	0	0
OG0003745	1	1
OG0003746	2	1
OG0003747	1	1
OG0003748	3	2
OG0003749	3	3
OG0003750	0	0
OG0003751	1	1
OG0003752	1	0
OG0003753	3	2
OG0003754	0	0
OG0003755	4	2
OG0003756	0	0
OG0003757	1	1
OG0003758	0	0
OG0003759	1	0
OG0003760	1	1
OG0003761	1	1
OG0003762	1	0
OG0003763	1	0
OG0003764	1	1
OG0003765	2	0
OG0003766	4	4
OG0003767	2	1
OG0003768	2	1
OG0003769	0	0
OG0003770	1	0
OG0003771	2	2
OG0003772	0	0
OG0003773	2	2
OG0003774	0	0
OG0003775	1	0
OG0003776	2	1
OG0003777	3	2
OG0003778	0	0
OG0003779	3	2
OG0003780	3	3
OG0003781	2	2
OG0003782	2	2
OG0003783	2	0
OG0003784	1	0
OG0003785	0	0
OG0003786	2	2
OG0003787	2	2
OG0003788	1	0
OG0003789	2	2
OG0003790	3	2
OG0003791	2	1
OG0003792	1	1
OG0003793	3	2
OG0003794	0	0
OG0003795	0	0
OG0003796	1	0
OG0003797	2	2
OG0003798	1	0
OG0003799	1	1
OG0003800	1	1
OG0003801	3	3
OG0003802	3	2
OG0003803	3	1
OG0003804	3	0
OG0003805	1	0
OG0003806	0	0
OG0003807	0	0
OG0003808	3	3
OG0003809	1	1
OG0003810	1	1
OG0003811	1	1
OG0003812	2	1
OG0003813	0	0
OG0003814	1	0
OG0003815	0	0
OG0003816	2	1
OG0003817	0	0
OG0003818	2	1
OG0003819	2	0
OG0003820	2	2
OG0003821	2	2
OG0003822	2	1
OG0003823	3	3
OG0003824	1	0
OG0003825	1	1
OG0003826	1	1
OG0003827	0	0
OG0003828	1	1
OG0003829	3	3
OG0003830	2	1
OG0003831	3	3
OG0003832	1	0
OG0003833	2	2
OG0003834	0	0
OG0003835	1	0
OG0003836	2	1
OG0003837	2	2
OG0003838	1	1
OG0003839	2	2
OG0003840	2	1
OG0003841	0	0
OG0003842	3	0
OG0003843	3	1
OG0003844	1	1
OG0003845	2	2
OG0003846	1	1
OG0003847	1	1
OG0003848	2	1
OG0003849	0	0
OG0003850	1	1
OG0003851	2	2
OG0003852	2	1
OG0003853	2	1
OG0003854	3	3
OG0003855	1	1
OG0003856	2	1
OG0003857	2	1
OG0003858	3	2
OG0003859	4	2
OG0003860	1	1
OG0003861	3	3
OG0003862	3	3
OG0003863	1	1
OG0003864	2	1
OG0003865	2	2
OG0003866	2	1
OG0003867	1	1
OG0003868	2	2
OG0003869	1	0
OG0003870	1	1
OG0003871	0	0
OG0003872	4	1
OG0003873	2	0
OG0003874	0	0
OG0003875	3	2
OG0003876	1	1
OG0003877	2	1
OG0003878	1	1
OG0003879	3	2
OG0003880	1	0
OG0003881	0	0
OG0003882	0	0
OG0003883	0	0
OG0003884	1	1
OG0003885	1	1
OG0003886	1	0
OG0003887	1	0
OG0003888	1	0
OG0003889	2	1
OG0003890	3	1
OG0003891	2	2
OG0003892	0	0
OG0003893	2	1
OG0003894	1	0
OG0003895	0	0
OG0003896	1	1
OG0003897	3	2
OG0003898	2	0
OG0003899	3	1
OG0003900	1	0
OG0003901	0	0
OG0003902	4	2
OG0003903	2	0
OG0003904	1	0
OG0003905	1	0
OG0003906	2	1
OG0003907	3	2
OG0003908	4	0
OG0003909	3	3
OG0003910	1	0
OG0003911	1	1
OG0003912	2	1
OG0003913	2	2
OG0003914	0	0
OG0003915	1	0
OG0003916	0	0
OG0003917	1	0
OG0003918	2	2
OG0003919	4	4
OG0003920	0	0
OG0003921	4	2
OG0003922	1	1
OG0003923	2	0
OG0003924	1	1
OG0003925	0	0
OG0003926	2	1
OG0003927	2	2
OG0003928	3	1
OG0003929	3	3
OG0003930	1	0
OG0003931	3	2
OG0003932	0	0
OG0003933	2	1
OG0003934	0	0
OG0003935	0	0
OG0003936	1	0
OG0003937	0	0
OG0003938	1	1
OG0003939	4	3
OG0003940	1	1
OG0003941	3	1
OG0003942	2	0
OG0003943	2	1
OG0003944	3	2
OG0003945	3	2
OG0003946	1	0
OG0003947	3	2
OG0003948	2	1
OG0003949	5	1
OG0003950	3	0
OG0003951	1	1
OG0003952	5	4
OG0003953	3	2
OG0003954	2	0
OG0003955	4	1
OG0003956	3	2
OG0003957	13	13
OG0003958	2	0
OG0003959	3	2
OG0003960	6	6
OG0003961	3	1
OG0003962	6	4
OG0003963	16	16
OG0003964	16	16
OG0003965	3	0
OG0003966	7	6
OG0003967	6	4
OG0003968	4	0
OG0003969	6	1
OG0003970	9	8
OG0003971	16	16
OG0003972	16	16
OG0003973	16	16
OG0003974	16	16
OG0003975	16	16
OG0003976	16	16
OG0003977	16	16
OG0003978	15	15
OG0003979	16	16
OG0003980	10	10
OG0003981	16	16
OG0003982	15	15
OG0003983	16	16
OG0003984	13	13
OG0003985	16	16
OG0003986	8	7
OG0003987	9	6
OG0003988	8	4
OG0003989	16	16
OG0003990	16	16
OG0003991	3	2
OG0003992	0	0
OG0003993	3	1
OG0003994	5	5
OG0003995	0	0
OG0003996	3	1
OG0003997	4	1
OG0003998	3	1
OG0003999	1	0
OG0004000	2	2
OG0004001	7	5
OG0004002	3	2
OG0004003	2	2
OG0004004	0	0
OG0004005	3	2
OG0004006	3	3
OG0004007	2	1
OG0004008	3	2
OG0004009	1	0
OG0004010	0	0
OG0004011	1	0
OG0004012	0	0
OG0004013	2	0
OG0004014	2	1
OG0004015	1	0
OG0004016	1	0
OG0004017	0	0
OG0004018	1	0
OG0004019	1	1
OG0004020	5	1
OG0004021	1	0
OG0004022	2	0
OG0004023	1	1
OG0004024	3	1
OG0004025	1	0
OG0004026	2	2
OG0004027	0	0
OG0004028	1	1
OG0004029	0	0
OG0004030	2	2
OG0004031	1	1
OG0004032	1	1
OG0004033	2	1
OG0004034	0	0
OG0004035	2	0
OG0004036	2	1
OG0004037	1	1
OG0004038	0	0
OG0004039	2	1
OG0004040	0	0
OG0004041	3	3
OG0004042	1	0
OG0004043	0	0
OG0004044	0	0
OG0004045	0	0
OG0004046	1	0
OG0004047	0	0
OG0004048	1	1
OG0004049	0	0
OG0004050	0	0
OG0004051	2	0
OG0004052	1	1
OG0004053	1	0
OG0004054	1	1
OG0004055	0	0
OG0004056	1	0
OG0004057	0	0
OG0004058	4	2
OG0004059	1	0
OG0004060	4	1
OG0004061	1	1
OG0004062	1	1
OG0004063	0	0
OG0004064	1	1
OG0004065	1	1
OG0004066	1	1
OG0004067	1	1
OG0004068	0	0
OG0004069	1	0
OG0004070	1	1
OG0004071	0	0
OG0004072	0	0
OG0004073	4	3
OG0004074	0	0
OG0004075	1	0
OG0004076	0	0
OG0004077	2	2
OG0004078	1	1
OG0004079	3	2
OG0004080	1	1
OG0004081	1	1
OG0004082	2	1
OG0004083	1	1
OG0004084	1	1
OG0004085	1	1
OG0004086	0	0
OG0004087	1	1
OG0004088	1	0
OG0004089	0	0
OG0004090	4	3
OG0004091	2	2
OG0004092	6	4
OG0004093	3	1
OG0004094	0	0
OG0004095	0	0
OG0004096	0	0
OG0004097	1	0
OG0004098	2	2
OG0004099	2	2
OG0004100	0	0
OG0004101	3	2
OG0004102	1	1
OG0004103	0	0
OG0004104	3	3
OG0004105	1	1
OG0004106	0	0
OG0004107	0	0
OG0004108	1	0
OG0004109	1	0
OG0004110	2	1
OG0004111	0	0
OG0004112	1	1
OG0004113	0	0
OG0004114	2	1
OG0004115	0	0
OG0004116	0	0
OG0004117	0	0
OG0004118	0	0
OG0004119	0	0
OG0004120	0	0
OG0004121	0	0
OG0004122	2	1
OG0004123	0	0
OG0004124	0	0
OG0004125	2	0
OG0004126	1	1
OG0004127	1	0
OG0004128	0	0
OG0004129	4	4
OG0004130	2	1
OG0004131	3	3
OG0004132	6	1
OG0004133	2	0
OG0004134	1	1
OG0004135	2	2
OG0004136	1	1
OG0004137	2	0
OG0004138	1	1
OG0004139	2	1
OG0004140	0	0
OG0004141	1	1
OG0004142	1	1
OG0004143	2	2
OG0004144	2	1
OG0004145	0	0
OG0004146	0	0
OG0004147	1	0
OG0004148	1	1
OG0004149	2	2
OG0004150	0	0
OG0004151	0	0
OG0004152	3	0
OG0004153	3	2
OG0004154	0	0
OG0004155	1	1
OG0004156	1	1
OG0004157	1	1
OG0004158	2	0
OG0004159	1	1
OG0004160	2	1
OG0004161	3	1
OG0004162	1	0
OG0004163	1	0
OG0004164	1	1
OG0004165	3	2
OG0004166	1	1
OG0004167	0	0
OG0004168	0	0
OG0004169	3	1
OG0004170	1	0
OG0004171	3	3
OG0004172	1	1
OG0004173	3	0
OG0004174	2	1
OG0004175	3	1
OG0004176	0	0
OG0004177	1	0
OG0004178	0	0
OG0004179	1	1
OG0004180	2	2
OG0004181	1	1
OG0004182	1	1
OG0004183	1	0
OG0004184	1	0
OG0004185	1	0
