Orthogroup	Duplications (all)	Duplications (50% support)
OG0006801	0	0
OG0006802	1	1
OG0006803	8	7
OG0006804	4	3
OG0006805	12	7
OG0006806	6	5
OG0006807	0	0
OG0006808	7	4
OG0006809	25	25
OG0006810	0	0
OG0006811	25	25
OG0006812	2	2
OG0006813	6	2
OG0006814	5	3
OG0006815	25	25
OG0006816	24	24
OG0006817	25	25
OG0006818	3	1
OG0006819	0	0
OG0006820	9	4
OG0006821	5	0
OG0006822	5	2
OG0006823	0	0
OG0006824	0	0
OG0006825	0	0
OG0006826	8	7
OG0006827	2	1
OG0006828	0	0
OG0006829	7	0
OG0006830	6	2
OG0006831	0	0
OG0006832	4	2
OG0006833	0	0
OG0006834	0	0
OG0006835	5	0
OG0006836	4	3
OG0006837	3	0
OG0006838	1	1
OG0006839	2	0
OG0006840	3	1
OG0006841	3	2
OG0006842	2	1
OG0006843	4	2
OG0006844	9	4
OG0006845	0	0
OG0006846	0	0
OG0006847	0	0
OG0006848	0	0
OG0006849	0	0
OG0006850	2	2
OG0006851	5	3
OG0006852	3	1
OG0006853	8	5
OG0006854	0	0
OG0006855	0	0
OG0006856	0	0
OG0006857	1	1
OG0006858	3	2
OG0006859	7	3
OG0006860	2	0
OG0006861	6	2
OG0006862	4	2
OG0006863	4	2
OG0006864	0	0
OG0006865	5	0
OG0006866	1	0
OG0006867	2	0
OG0006868	2	0
OG0006869	0	0
OG0006870	4	1
OG0006871	0	0
OG0006872	0	0
OG0006873	0	0
OG0006874	0	0
OG0006875	12	11
OG0006876	0	0
OG0006877	6	3
OG0006878	4	1
OG0006879	1	0
OG0006880	3	2
OG0006881	4	1
OG0006882	2	1
OG0006883	0	0
OG0006884	8	0
OG0006885	12	10
OG0006886	9	5
OG0006887	3	1
OG0006888	3	1
OG0006889	9	4
OG0006890	2	0
OG0006891	3	1
OG0006892	0	0
OG0006893	6	3
OG0006894	4	2
OG0006895	2	1
OG0006896	24	24
OG0006897	24	24
OG0006898	14	11
OG0006899	24	24
OG0006900	7	4
OG0006901	24	24
OG0006902	6	5
OG0006903	11	11
OG0006904	2	2
OG0006905	8	4
OG0006906	14	11
OG0006907	3	3
OG0006908	5	2
OG0006909	0	0
OG0006910	8	7
OG0006911	22	22
OG0006912	24	24
OG0006913	24	24
OG0006914	8	5
OG0006915	3	1
OG0006916	6	2
OG0006917	0	0
OG0006918	9	8
OG0006919	4	3
OG0006920	3	0
OG0006921	2	1
OG0006922	1	1
OG0006923	3	1
OG0006924	5	2
OG0006925	2	0
OG0006926	0	0
OG0006927	3	2
OG0006928	0	0
OG0006929	5	1
OG0006930	0	0
OG0006931	0	0
OG0006932	0	0
OG0006933	0	0
OG0006934	4	0
OG0006935	1	1
OG0006936	0	0
OG0006937	17	14
OG0006938	0	0
OG0006939	4	1
OG0006940	2	1
OG0006941	1	1
OG0006942	3	0
OG0006943	10	9
OG0006944	7	3
OG0006945	5	1
OG0006946	3	1
OG0006947	0	0
OG0006948	2	1
OG0006949	0	0
OG0006950	2	1
OG0006951	0	0
OG0006952	1	1
OG0006953	0	0
OG0006954	2	2
OG0006955	1	1
OG0006956	1	1
OG0006957	6	3
OG0006958	2	1
OG0006959	0	0
OG0006960	0	0
OG0006961	9	0
OG0006962	14	12
OG0006963	1	0
OG0006964	3	3
OG0006965	0	0
OG0006966	3	1
OG0006967	1	0
OG0006968	9	5
OG0006969	4	2
OG0006970	1	0
OG0006971	3	1
OG0006972	4	2
OG0006973	0	0
OG0006974	0	0
OG0006975	0	0
OG0006976	11	6
OG0006977	3	2
OG0006978	3	0
OG0006979	3	0
OG0006980	0	0
OG0006981	23	23
OG0006982	15	11
OG0006983	23	23
OG0006984	22	22
OG0006985	6	4
OG0006986	3	1
OG0006987	22	22
OG0006988	23	23
OG0006989	18	16
OG0006990	21	21
OG0006991	11	9
OG0006992	15	9
OG0006993	4	2
OG0006994	23	23
OG0006995	3	1
OG0006996	5	2
OG0006997	1	1
OG0006998	4	2
OG0006999	0	0
OG0007000	0	0
OG0007001	2	1
OG0007002	0	0
OG0007003	0	0
OG0007004	8	4
OG0007005	1	1
OG0007006	6	2
OG0007007	3	1
OG0007008	3	2
OG0007009	1	0
OG0007010	0	0
OG0007011	3	0
OG0007012	0	0
OG0007013	9	8
OG0007014	0	0
OG0007015	0	0
OG0007016	7	1
OG0007017	4	1
OG0007018	2	1
OG0007019	4	1
OG0007020	1	1
OG0007021	1	0
OG0007022	1	0
OG0007023	2	1
OG0007024	5	1
OG0007025	4	1
OG0007026	19	19
OG0007027	8	5
OG0007028	0	0
OG0007029	1	0
OG0007030	1	1
OG0007031	2	0
OG0007032	3	2
OG0007033	2	1
OG0007034	0	0
OG0007035	1	1
OG0007036	5	4
OG0007037	2	2
OG0007038	0	0
OG0007039	3	1
OG0007040	1	0
OG0007041	8	2
OG0007042	0	0
OG0007043	1	1
OG0007044	0	0
OG0007045	17	14
OG0007046	22	22
OG0007047	22	22
OG0007048	22	22
OG0007049	22	22
OG0007050	22	22
OG0007051	22	22
OG0007052	14	13
OG0007053	1	1
OG0007054	4	2
OG0007055	7	2
OG0007056	6	3
OG0007057	6	4
OG0007058	8	5
OG0007059	22	22
OG0007060	22	22
OG0007061	22	22
OG0007062	19	19
OG0007063	17	13
OG0007064	5	2
OG0007065	7	3
OG0007066	6	1
OG0007067	12	7
OG0007068	4	1
OG0007069	4	2
OG0007070	22	22
OG0007071	3	1
OG0007072	3	3
OG0007073	9	5
OG0007074	3	1
OG0007075	19	19
OG0007076	8	4
OG0007077	6	2
OG0007078	0	0
OG0007079	1	1
OG0007080	3	1
OG0007081	2	0
OG0007082	2	2
OG0007083	4	3
OG0007084	2	0
OG0007085	0	0
OG0007086	0	0
OG0007087	6	2
OG0007088	0	0
OG0007089	3	0
OG0007090	8	6
OG0007091	3	2
OG0007092	3	1
OG0007093	1	1
OG0007094	7	1
OG0007095	0	0
OG0007096	0	0
OG0007097	1	0
OG0007098	3	0
OG0007099	3	1
OG0007100	1	0
OG0007101	12	10
OG0007102	0	0
OG0007103	1	1
OG0007104	0	0
OG0007105	6	1
OG0007106	0	0
OG0007107	0	0
OG0007108	5	3
OG0007109	0	0
OG0007110	4	1
OG0007111	0	0
OG0007112	0	0
OG0007113	2	1
OG0007114	0	0
OG0007115	9	3
OG0007116	1	0
OG0007117	8	4
OG0007118	2	2
OG0007119	4	2
OG0007120	0	0
OG0007121	2	1
OG0007122	3	0
OG0007123	5	4
OG0007124	2	1
OG0007125	1	0
OG0007126	2	2
OG0007127	1	1
OG0007128	1	0
OG0007129	0	0
OG0007130	5	3
OG0007131	0	0
OG0007132	0	0
OG0007133	2	0
OG0007134	1	0
OG0007135	5	3
OG0007136	1	0
OG0007137	3	0
OG0007138	4	1
OG0007139	0	0
OG0007140	3	2
OG0007141	4	2
OG0007142	11	9
OG0007143	5	1
OG0007144	4	3
OG0007145	21	21
OG0007146	21	21
OG0007147	2	1
OG0007148	21	21
OG0007149	14	14
OG0007150	21	21
OG0007151	0	0
OG0007152	9	6
OG0007153	1	1
OG0007154	5	0
OG0007155	21	21
OG0007156	5	3
OG0007157	8	5
OG0007158	4	0
OG0007159	9	6
OG0007160	13	10
OG0007161	5	5
OG0007162	7	6
OG0007163	17	14
OG0007164	2	2
OG0007165	5	4
OG0007166	3	2
OG0007167	5	2
OG0007168	6	3
OG0007169	8	5
OG0007170	7	5
OG0007171	0	0
OG0007172	4	3
OG0007173	1	0
OG0007174	2	1
OG0007175	0	0
OG0007176	1	0
OG0007177	5	3
OG0007178	0	0
OG0007179	7	1
OG0007180	3	0
OG0007181	2	1
OG0007182	2	0
OG0007183	0	0
OG0007184	4	3
OG0007185	4	1
OG0007186	4	3
OG0007187	3	1
OG0007188	0	0
OG0007189	0	0
OG0007190	1	0
OG0007191	4	2
OG0007192	3	0
OG0007193	7	3
OG0007194	1	1
OG0007195	0	0
OG0007196	5	3
OG0007197	5	2
OG0007198	1	0
OG0007199	1	1
OG0007200	0	0
OG0007201	2	0
OG0007202	3	0
OG0007203	0	0
OG0007204	3	1
OG0007205	0	0
OG0007206	6	4
OG0007207	3	3
OG0007208	1	0
OG0007209	4	1
OG0007210	4	2
OG0007211	6	4
OG0007212	11	11
OG0007213	8	4
OG0007214	1	1
OG0007215	4	1
OG0007216	0	0
OG0007217	0	0
OG0007218	5	4
OG0007219	7	5
OG0007220	3	1
OG0007221	5	3
OG0007222	3	2
OG0007223	3	3
OG0007224	13	10
OG0007225	3	0
OG0007226	10	5
OG0007227	7	5
OG0007228	1	0
OG0007229	0	0
OG0007230	0	0
OG0007231	3	0
OG0007232	0	0
OG0007233	20	20
OG0007234	20	20
OG0007235	20	20
OG0007236	10	8
OG0007237	20	20
OG0007238	13	10
OG0007239	16	12
OG0007240	3	1
OG0007241	13	13
OG0007242	15	15
OG0007243	4	2
OG0007244	3	1
OG0007245	8	5
OG0007246	2	1
OG0007247	5	3
OG0007248	19	19
OG0007249	20	20
OG0007250	17	17
OG0007251	5	3
OG0007252	8	4
OG0007253	3	2
OG0007254	4	4
OG0007255	4	1
OG0007256	7	1
OG0007257	7	0
OG0007258	9	4
OG0007259	11	11
OG0007260	9	8
OG0007261	20	20
OG0007262	20	20
OG0007263	20	20
OG0007264	3	0
OG0007265	1	1
OG0007266	6	6
OG0007267	5	3
OG0007268	0	0
OG0007269	0	0
OG0007270	1	0
OG0007271	7	5
OG0007272	0	0
OG0007273	0	0
OG0007274	2	1
OG0007275	3	2
OG0007276	1	0
OG0007277	0	0
OG0007278	1	0
OG0007279	2	1
OG0007280	1	1
OG0007281	4	2
OG0007282	0	0
OG0007283	0	0
OG0007284	3	0
OG0007285	1	0
OG0007286	0	0
OG0007287	1	0
OG0007288	0	0
OG0007289	7	1
OG0007290	0	0
OG0007291	1	1
OG0007292	0	0
OG0007293	0	0
OG0007294	4	3
OG0007295	0	0
OG0007296	2	1
OG0007297	2	0
OG0007298	1	1
OG0007299	5	2
OG0007300	2	0
OG0007301	1	1
OG0007302	0	0
OG0007303	2	1
OG0007304	4	1
OG0007305	8	4
OG0007306	0	0
OG0007307	3	2
OG0007308	6	2
OG0007309	3	0
OG0007310	6	4
OG0007311	1	0
OG0007312	5	3
OG0007313	2	2
OG0007314	3	2
OG0007315	4	1
OG0007316	4	2
OG0007317	19	19
OG0007318	19	19
OG0007319	19	19
OG0007320	4	2
OG0007321	6	2
OG0007322	4	1
OG0007323	5	5
OG0007324	6	1
OG0007325	10	9
OG0007326	19	19
OG0007327	2	0
OG0007328	5	4
OG0007329	3	1
OG0007330	7	4
OG0007331	6	3
OG0007332	4	0
OG0007333	6	3
OG0007334	3	3
OG0007335	9	5
OG0007336	7	4
OG0007337	6	1
OG0007338	18	18
OG0007339	19	19
OG0007340	19	19
OG0007341	2	2
OG0007342	1	0
OG0007343	1	1
OG0007344	1	0
OG0007345	0	0
OG0007346	1	1
OG0007347	4	2
OG0007348	1	0
OG0007349	4	2
OG0007350	2	1
OG0007351	2	0
OG0007352	2	1
OG0007353	3	2
OG0007354	0	0
OG0007355	3	1
OG0007356	2	2
OG0007357	4	0
OG0007358	1	0
OG0007359	5	0
OG0007360	4	0
OG0007361	1	1
OG0007362	2	0
OG0007363	3	2
OG0007364	3	3
OG0007365	5	2
OG0007366	2	2
OG0007367	1	1
OG0007368	0	0
OG0007369	1	0
OG0007370	0	0
OG0007371	0	0
OG0007372	1	1
OG0007373	6	3
OG0007374	0	0
OG0007375	4	1
OG0007376	3	2
OG0007377	6	4
OG0007378	0	0
OG0007379	5	4
OG0007380	1	0
OG0007381	2	0
OG0007382	7	5
OG0007383	3	0
OG0007384	3	1
OG0007385	1	0
OG0007386	0	0
OG0007387	1	1
OG0007388	2	1
OG0007389	4	4
OG0007390	0	0
OG0007391	0	0
OG0007392	2	1
OG0007393	1	1
OG0007394	0	0
OG0007395	4	4
OG0007396	0	0
OG0007397	5	4
OG0007398	7	6
OG0007399	4	2
OG0007400	0	0
OG0007401	0	0
OG0007402	0	0
OG0007403	5	2
OG0007404	1	0
OG0007405	6	4
OG0007406	5	4
OG0007407	2	1
OG0007408	2	2
OG0007409	7	3
OG0007410	6	2
OG0007411	0	0
OG0007412	6	3
OG0007413	3	1
OG0007414	4	1
OG0007415	5	3
OG0007416	2	1
OG0007417	1	1
OG0007418	3	0
OG0007419	2	0
OG0007420	1	1
OG0007421	4	2
OG0007422	18	18
OG0007423	18	18
OG0007424	2	1
OG0007425	16	16
OG0007426	1	1
OG0007427	8	4
OG0007428	18	18
OG0007429	18	18
OG0007430	18	18
OG0007431	18	18
OG0007432	18	18
OG0007433	18	18
OG0007434	18	18
OG0007435	18	18
OG0007436	7	4
OG0007437	6	1
OG0007438	5	5
OG0007439	3	2
OG0007440	13	12
OG0007441	4	3
OG0007442	7	5
OG0007443	17	17
OG0007444	18	18
OG0007445	18	18
OG0007446	3	1
OG0007447	2	0
OG0007448	2	1
OG0007449	1	0
OG0007450	3	0
OG0007451	5	4
OG0007452	0	0
OG0007453	2	1
OG0007454	3	1
OG0007455	3	2
OG0007456	2	1
OG0007457	4	3
OG0007458	2	1
OG0007459	1	0
OG0007460	0	0
OG0007461	3	0
OG0007462	9	8
OG0007463	1	1
OG0007464	3	1
OG0007465	0	0
OG0007466	2	1
OG0007467	9	8
OG0007468	2	0
OG0007469	5	1
OG0007470	3	1
OG0007471	3	1
OG0007472	0	0
OG0007473	4	4
OG0007474	2	1
OG0007475	1	0
OG0007476	2	1
OG0007477	0	0
OG0007478	5	4
OG0007479	3	1
OG0007480	3	0
OG0007481	0	0
OG0007482	0	0
OG0007483	0	0
OG0007484	3	2
OG0007485	1	0
OG0007486	2	1
OG0007487	1	0
OG0007488	11	11
OG0007489	1	1
OG0007490	1	0
OG0007491	2	0
OG0007492	4	2
OG0007493	2	1
OG0007494	0	0
OG0007495	0	0
OG0007496	4	3
OG0007497	0	0
OG0007498	2	0
OG0007499	4	2
OG0007500	14	12
OG0007501	5	3
OG0007502	2	1
OG0007503	0	0
OG0007504	2	0
OG0007505	2	0
OG0007506	4	2
OG0007507	0	0
OG0007508	9	4
OG0007509	4	2
OG0007510	0	0
OG0007511	4	2
OG0007512	1	0
OG0007513	10	10
OG0007514	3	2
OG0007515	3	2
OG0007516	3	0
OG0007517	2	1
OG0007518	0	0
OG0007519	3	0
OG0007520	3	3
OG0007521	17	17
OG0007522	17	17
OG0007523	16	16
OG0007524	14	14
OG0007525	4	2
OG0007526	17	17
OG0007527	4	4
OG0007528	0	0
OG0007529	0	0
OG0007530	2	1
OG0007531	1	1
OG0007532	12	11
OG0007533	17	17
OG0007534	17	17
OG0007535	17	17
OG0007536	3	1
OG0007537	2	0
OG0007538	2	2
OG0007539	1	0
OG0007540	16	16
OG0007541	4	2
OG0007542	9	8
OG0007543	14	14
OG0007544	5	3
OG0007545	5	3
OG0007546	4	4
OG0007547	6	3
OG0007548	3	3
OG0007549	5	1
OG0007550	5	2
OG0007551	5	2
OG0007552	6	0
OG0007553	8	4
OG0007554	6	3
OG0007555	5	5
OG0007556	15	14
OG0007557	14	13
OG0007558	3	2
OG0007559	17	17
OG0007560	17	17
OG0007561	0	0
OG0007562	0	0
OG0007563	3	2
OG0007564	2	0
OG0007565	1	0
OG0007566	0	0
OG0007567	2	1
OG0007568	4	1
OG0007569	3	2
OG0007570	2	1
OG0007571	3	1
OG0007572	2	2
OG0007573	2	1
OG0007574	4	3
OG0007575	3	0
OG0007576	2	0
OG0007577	4	3
OG0007578	0	0
OG0007579	0	0
OG0007580	5	3
OG0007581	6	4
OG0007582	3	1
OG0007583	1	1
OG0007584	0	0
OG0007585	1	0
OG0007586	1	0
OG0007587	2	1
OG0007588	5	1
OG0007589	1	1
OG0007590	5	5
OG0007591	2	2
OG0007592	0	0
OG0007593	1	0
OG0007594	2	1
OG0007595	3	2
OG0007596	1	0
OG0007597	2	2
OG0007598	6	2
OG0007599	1	1
OG0007600	0	0
OG0007601	2	0
OG0007602	1	1
OG0007603	5	2
OG0007604	3	1
OG0007605	1	0
OG0007606	5	3
OG0007607	1	0
OG0007608	5	2
OG0007609	0	0
OG0007610	0	0
OG0007611	0	0
OG0007612	1	1
OG0007613	0	0
OG0007614	0	0
OG0007615	1	1
OG0007616	4	3
OG0007617	4	3
OG0007618	1	0
OG0007619	1	1
OG0007620	3	2
OG0007621	1	1
OG0007622	0	0
OG0007623	1	0
OG0007624	1	0
OG0007625	0	0
OG0007626	8	7
OG0007627	0	0
OG0007628	0	0
OG0007629	0	0
OG0007630	3	3
OG0007631	3	1
OG0007632	5	1
OG0007633	3	2
OG0007634	15	15
OG0007635	5	4
OG0007636	7	4
OG0007637	4	3
OG0007638	1	1
OG0007639	8	4
OG0007640	6	3
OG0007641	1	1
OG0007642	3	0
OG0007643	3	1
OG0007644	13	13
OG0007645	3	0
OG0007646	1	0
OG0007647	4	0
OG0007648	0	0
OG0007649	3	2
OG0007650	5	2
OG0007651	0	0
OG0007652	6	5
OG0007653	4	2
OG0007654	0	0
OG0007655	4	3
OG0007656	3	1
OG0007657	0	0
OG0007658	5	3
OG0007659	15	15
OG0007660	4	1
OG0007661	5	1
OG0007662	16	16
OG0007663	12	12
OG0007664	15	15
OG0007665	16	16
OG0007666	6	5
OG0007667	8	7
OG0007668	10	10
OG0007669	2	0
OG0007670	9	7
OG0007671	4	0
OG0007672	1	1
OG0007673	1	0
OG0007674	16	16
OG0007675	16	16
OG0007676	16	16
OG0007677	16	16
OG0007678	5	5
OG0007679	16	16
OG0007680	14	14
OG0007681	3	0
OG0007682	0	0
OG0007683	4	3
OG0007684	1	1
OG0007685	3	2
OG0007686	9	8
OG0007687	12	11
OG0007688	3	1
OG0007689	7	7
OG0007690	4	1
OG0007691	5	3
OG0007692	1	1
OG0007693	4	2
OG0007694	1	0
OG0007695	6	2
OG0007696	6	4
OG0007697	3	1
OG0007698	8	5
OG0007699	2	0
OG0007700	6	5
OG0007701	16	16
OG0007702	16	16
OG0007703	3	3
OG0007704	5	4
OG0007705	3	3
OG0007706	16	16
OG0007707	16	16
OG0007708	16	16
OG0007709	2	1
OG0007710	3	2
OG0007711	1	1
OG0007712	1	0
OG0007713	4	1
OG0007714	2	1
OG0007715	0	0
OG0007716	3	1
OG0007717	5	5
OG0007718	1	1
OG0007719	2	1
OG0007720	0	0
OG0007721	3	1
OG0007722	6	4
OG0007723	0	0
OG0007724	0	0
OG0007725	0	0
OG0007726	2	1
OG0007727	0	0
OG0007728	1	0
OG0007729	1	1
OG0007730	0	0
OG0007731	2	0
OG0007732	1	0
OG0007733	3	2
OG0007734	4	1
OG0007735	2	0
OG0007736	5	2
OG0007737	0	0
OG0007738	0	0
OG0007739	1	0
OG0007740	1	0
OG0007741	6	5
OG0007742	3	1
OG0007743	3	3
OG0007744	0	0
OG0007745	2	1
OG0007746	1	1
OG0007747	0	0
OG0007748	1	0
OG0007749	0	0
OG0007750	0	0
OG0007751	2	1
OG0007752	0	0
OG0007753	3	2
OG0007754	2	1
OG0007755	4	3
OG0007756	0	0
OG0007757	0	0
OG0007758	0	0
OG0007759	2	1
OG0007760	3	1
OG0007761	12	12
OG0007762	5	4
OG0007763	3	3
OG0007764	5	4
OG0007765	3	3
OG0007766	3	1
OG0007767	7	7
OG0007768	0	0
OG0007769	2	1
OG0007770	3	1
OG0007771	0	0
OG0007772	4	3
OG0007773	6	3
OG0007774	0	0
OG0007775	2	1
OG0007776	5	1
OG0007777	2	1
OG0007778	4	3
OG0007779	0	0
OG0007780	3	1
OG0007781	3	1
OG0007782	1	0
OG0007783	2	1
OG0007784	6	6
OG0007785	0	0
OG0007786	2	0
OG0007787	1	0
OG0007788	2	1
OG0007789	6	4
OG0007790	2	1
OG0007791	1	1
OG0007792	0	0
OG0007793	3	2
OG0007794	1	1
OG0007795	6	5
OG0007796	1	1
OG0007797	14	14
OG0007798	15	15
OG0007799	13	13
OG0007800	15	15
OG0007801	15	15
OG0007802	15	15
OG0007803	2	1
OG0007804	7	5
OG0007805	11	11
OG0007806	10	10
OG0007807	4	2
OG0007808	2	0
OG0007809	2	0
OG0007810	15	15
OG0007811	15	15
OG0007812	15	15
OG0007813	15	15
OG0007814	14	14
OG0007815	15	15
OG0007816	13	12
OG0007817	6	5
OG0007818	1	0
OG0007819	3	1
OG0007820	7	4
OG0007821	4	0
OG0007822	8	7
OG0007823	4	2
OG0007824	5	2
OG0007825	4	4
OG0007826	5	5
OG0007827	5	1
OG0007828	2	1
OG0007829	0	0
OG0007830	7	6
OG0007831	9	8
OG0007832	2	2
OG0007833	4	0
OG0007834	2	1
OG0007835	4	2
OG0007836	1	1
OG0007837	4	3
OG0007838	15	15
OG0007839	5	4
OG0007840	2	2
OG0007841	15	15
OG0007842	3	2
OG0007843	2	1
OG0007844	3	2
OG0007845	0	0
OG0007846	4	3
OG0007847	6	5
OG0007848	0	0
OG0007849	2	1
OG0007850	0	0
OG0007851	2	1
OG0007852	4	1
OG0007853	3	2
OG0007854	5	4
OG0007855	5	3
OG0007856	2	1
OG0007857	1	1
OG0007858	3	0
OG0007859	2	0
OG0007860	7	6
OG0007861	0	0
OG0007862	0	0
OG0007863	5	3
OG0007864	3	0
OG0007865	2	2
OG0007866	0	0
OG0007867	5	3
OG0007868	0	0
OG0007869	5	3
OG0007870	0	0
OG0007871	2	1
OG0007872	0	0
OG0007873	5	1
OG0007874	0	0
OG0007875	1	0
OG0007876	0	0
OG0007877	1	0
OG0007878	5	3
OG0007879	1	1
OG0007880	1	0
OG0007881	0	0
OG0007882	2	1
OG0007883	2	2
OG0007884	3	2
OG0007885	1	0
OG0007886	2	1
OG0007887	0	0
OG0007888	2	1
OG0007889	0	0
OG0007890	2	0
OG0007891	4	3
OG0007892	0	0
OG0007893	2	0
OG0007894	1	1
OG0007895	0	0
OG0007896	0	0
OG0007897	1	1
OG0007898	3	1
OG0007899	0	0
OG0007900	3	2
OG0007901	4	2
OG0007902	1	1
OG0007903	1	1
OG0007904	0	0
OG0007905	0	0
OG0007906	0	0
OG0007907	0	0
OG0007908	10	7
OG0007909	5	2
OG0007910	3	2
OG0007911	14	14
OG0007912	3	2
OG0007913	1	0
OG0007914	1	0
OG0007915	3	0
OG0007916	9	8
OG0007917	4	2
OG0007918	0	0
OG0007919	3	1
OG0007920	5	2
OG0007921	4	2
OG0007922	3	2
OG0007923	0	0
OG0007924	5	3
OG0007925	4	2
OG0007926	14	14
OG0007927	13	13
OG0007928	14	14
OG0007929	14	14
OG0007930	14	14
OG0007931	2	1
OG0007932	1	0
OG0007933	13	13
OG0007934	13	13
OG0007935	11	11
OG0007936	9	9
OG0007937	4	2
OG0007938	14	14
OG0007939	4	3
OG0007940	4	4
OG0007941	9	9
OG0007942	2	0
OG0007943	14	14
OG0007944	14	14
OG0007945	14	14
OG0007946	14	14
OG0007947	11	11
OG0007948	14	14
OG0007949	14	14
OG0007950	3	0
OG0007951	0	0
OG0007952	8	5
OG0007953	8	7
OG0007954	7	6
OG0007955	2	0
OG0007956	1	0
OG0007957	12	12
OG0007958	4	4
OG0007959	2	2
OG0007960	2	1
OG0007961	4	4
OG0007962	4	3
OG0007963	2	2
OG0007964	2	1
OG0007965	2	1
OG0007966	5	4
OG0007967	9	7
OG0007968	2	1
OG0007969	14	14
OG0007970	14	14
OG0007971	6	6
OG0007972	4	2
OG0007973	13	13
OG0007974	13	13
OG0007975	14	14
OG0007976	14	14
OG0007977	3	1
OG0007978	1	0
OG0007979	4	3
OG0007980	1	0
OG0007981	3	1
OG0007982	1	1
OG0007983	1	0
OG0007984	2	1
OG0007985	1	1
OG0007986	0	0
OG0007987	7	7
OG0007988	1	0
OG0007989	0	0
OG0007990	2	1
OG0007991	3	1
OG0007992	0	0
OG0007993	0	0
OG0007994	0	0
OG0007995	0	0
OG0007996	1	0
OG0007997	1	1
OG0007998	0	0
OG0007999	7	3
OG0008000	4	1
OG0008001	3	1
OG0008002	5	3
OG0008003	3	1
OG0008004	3	1
OG0008005	0	0
OG0008006	0	0
OG0008007	3	1
OG0008008	0	0
OG0008009	5	1
OG0008010	2	1
OG0008011	2	1
OG0008012	3	2
OG0008013	1	0
OG0008014	2	0
OG0008015	0	0
OG0008016	1	0
OG0008017	1	1
OG0008018	0	0
OG0008019	9	9
OG0008020	3	0
OG0008021	2	1
OG0008022	1	0
OG0008023	3	2
OG0008024	1	1
OG0008025	0	0
OG0008026	4	3
OG0008027	4	1
OG0008028	1	0
OG0008029	2	1
OG0008030	0	0
OG0008031	1	0
OG0008032	1	0
OG0008033	2	0
OG0008034	3	2
OG0008035	3	2
OG0008036	0	0
OG0008037	5	1
OG0008038	0	0
OG0008039	1	1
OG0008040	4	3
OG0008041	0	0
OG0008042	12	12
OG0008043	1	0
OG0008044	1	0
OG0008045	2	2
OG0008046	7	6
OG0008047	4	1
OG0008048	1	0
OG0008049	6	4
OG0008050	1	0
OG0008051	3	3
OG0008052	2	1
OG0008053	8	8
OG0008054	1	0
OG0008055	3	1
OG0008056	1	0
OG0008057	4	2
OG0008058	1	0
OG0008059	1	1
OG0008060	3	2
OG0008061	5	4
OG0008062	5	3
OG0008063	2	1
OG0008064	0	0
OG0008065	1	0
OG0008066	13	13
OG0008067	13	13
OG0008068	10	10
OG0008069	13	13
OG0008070	13	13
OG0008071	13	13
OG0008072	13	13
OG0008073	12	12
OG0008074	13	13
OG0008075	13	13
OG0008076	13	13
OG0008077	13	13
OG0008078	6	6
OG0008079	8	8
OG0008080	12	12
OG0008081	13	13
OG0008082	0	0
OG0008083	1	0
OG0008084	13	13
OG0008085	13	13
OG0008086	3	1
OG0008087	13	13
OG0008088	12	12
OG0008089	13	13
OG0008090	2	1
OG0008091	2	1
OG0008092	5	4
OG0008093	0	0
OG0008094	0	0
OG0008095	0	0
OG0008096	1	1
OG0008097	1	1
OG0008098	2	2
OG0008099	2	2
OG0008100	1	1
OG0008101	1	1
OG0008102	3	1
OG0008103	3	2
OG0008104	13	13
OG0008105	13	13
OG0008106	0	0
OG0008107	0	0
OG0008108	13	13
OG0008109	13	13
OG0008110	13	13
OG0008111	13	13
OG0008112	1	1
OG0008113	8	6
OG0008114	2	0
OG0008115	2	0
OG0008116	13	13
OG0008117	3	2
OG0008118	2	2
OG0008119	9	9
OG0008120	1	0
OG0008121	2	2
OG0008122	4	2
OG0008123	1	0
OG0008124	4	4
OG0008125	1	1
OG0008126	3	1
OG0008127	1	0
OG0008128	1	1
OG0008129	3	2
OG0008130	3	3
OG0008131	2	0
OG0008132	3	0
OG0008133	6	5
OG0008134	4	3
OG0008135	1	0
OG0008136	13	13
OG0008137	13	13
OG0008138	2	2
OG0008139	3	3
OG0008140	3	0
OG0008141	13	13
OG0008142	13	13
OG0008143	13	13
OG0008144	13	13
OG0008145	1	0
OG0008146	1	0
OG0008147	0	0
OG0008148	0	0
OG0008149	2	0
OG0008150	1	0
OG0008151	2	0
OG0008152	1	1
OG0008153	1	0
OG0008154	2	0
OG0008155	0	0
OG0008156	2	0
OG0008157	0	0
OG0008158	2	1
OG0008159	4	1
OG0008160	3	3
OG0008161	2	1
OG0008162	1	1
OG0008163	1	0
OG0008164	5	4
OG0008165	5	2
OG0008166	3	2
OG0008167	0	0
OG0008168	0	0
OG0008169	1	1
OG0008170	4	4
OG0008171	1	0
OG0008172	3	1
OG0008173	1	1
OG0008174	3	1
OG0008175	1	0
OG0008176	1	0
OG0008177	1	0
OG0008178	0	0
OG0008179	0	0
OG0008180	0	0
OG0008181	2	2
OG0008182	2	2
OG0008183	2	1
OG0008184	2	0
OG0008185	0	0
OG0008186	2	2
OG0008187	5	5
OG0008188	0	0
OG0008189	0	0
OG0008190	2	1
OG0008191	2	0
OG0008192	1	0
OG0008193	2	1
OG0008194	1	0
OG0008195	1	0
OG0008196	0	0
OG0008197	2	1
