Orthogroup	Duplications (all)	Duplications (50% support)
OG0003222	1	0
OG0003223	0	0
OG0003224	0	0
OG0003225	0	0
OG0003226	1	0
OG0003227	2	0
OG0003228	0	0
OG0003229	2	1
OG0003230	1	1
OG0003231	0	0
OG0003232	2	1
OG0003233	2	2
OG0003234	1	0
OG0003235	0	0
OG0003236	0	0
OG0003237	0	0
OG0003238	2	2
OG0003239	1	0
OG0003240	0	0
OG0003241	1	0
OG0003242	4	3
OG0003243	1	0
OG0003244	1	1
OG0003245	0	0
OG0003246	1	0
OG0003247	4	3
OG0003248	4	1
OG0003249	1	0
OG0003250	0	0
OG0003251	1	0
OG0003252	0	0
OG0003253	1	1
OG0003254	0	0
OG0003255	1	0
OG0003256	1	1
OG0003257	1	1
OG0003258	0	0
OG0003259	1	0
OG0003260	1	1
OG0003261	0	0
OG0003262	1	0
OG0003263	1	0
OG0003264	3	2
OG0003265	2	1
OG0003266	0	0
OG0003267	1	1
OG0003268	1	0
OG0003269	2	1
OG0003270	20	10
OG0003271	2	2
OG0003272	0	0
OG0003273	0	0
OG0003274	2	1
OG0003275	1	1
OG0003276	0	0
OG0003277	1	1
OG0003278	1	0
OG0003279	1	0
OG0003280	1	1
OG0003281	0	0
OG0003282	1	1
OG0003283	0	0
OG0003284	3	1
OG0003285	1	0
OG0003286	2	0
OG0003287	1	0
OG0003288	3	1
OG0003289	0	0
OG0003290	0	0
OG0003291	1	0
OG0003292	3	1
OG0003293	1	1
OG0003294	0	0
OG0003295	1	1
OG0003296	1	0
OG0003297	1	1
OG0003298	1	1
OG0003299	2	1
OG0003300	0	0
OG0003301	1	1
OG0003302	0	0
OG0003303	0	0
OG0003304	0	0
OG0003305	0	0
OG0003306	1	1
OG0003307	1	0
OG0003308	2	0
OG0003309	13	8
OG0003310	0	0
OG0003311	3	0
OG0003312	0	0
OG0003313	2	0
OG0003314	1	0
OG0003315	1	0
OG0003316	1	1
OG0003317	1	0
OG0003318	3	2
OG0003319	1	1
OG0003320	0	0
OG0003321	0	0
OG0003322	0	0
OG0003323	2	2
OG0003324	2	1
OG0003325	10	2
OG0003326	6	1
OG0003327	15	8
OG0003328	24	18
OG0003329	19	17
OG0003330	49	49
OG0003331	24	21
OG0003332	20	12
OG0003333	0	0
OG0003334	0	0
OG0003335	0	0
OG0003336	0	0
OG0003337	0	0
OG0003338	1	1
OG0003339	1	0
OG0003340	1	1
OG0003341	1	0
OG0003342	3	1
OG0003343	0	0
OG0003344	0	0
OG0003345	0	0
OG0003346	0	0
OG0003347	1	1
OG0003348	0	0
OG0003349	0	0
OG0003350	2	1
OG0003351	0	0
OG0003352	0	0
OG0003353	3	1
OG0003354	0	0
OG0003355	0	0
OG0003356	1	0
OG0003357	1	0
OG0003358	1	0
OG0003359	1	0
OG0003360	0	0
OG0003361	10	9
OG0003362	0	0
OG0003363	0	0
OG0003364	1	0
OG0003365	1	0
OG0003366	1	1
OG0003367	2	2
OG0003368	1	0
OG0003369	0	0
OG0003370	0	0
OG0003371	0	0
OG0003372	0	0
OG0003373	1	0
OG0003374	1	0
OG0003375	1	0
OG0003376	0	0
OG0003377	1	0
OG0003378	0	0
OG0003379	1	0
OG0003380	0	0
OG0003381	4	2
OG0003382	0	0
OG0003383	1	1
OG0003384	0	0
OG0003385	2	0
OG0003386	0	0
OG0003387	1	1
OG0003388	1	0
OG0003389	0	0
OG0003390	1	0
OG0003391	1	0
OG0003392	0	0
OG0003393	2	0
OG0003394	1	0
OG0003395	1	0
OG0003396	2	1
OG0003397	0	0
OG0003398	5	2
OG0003399	1	0
OG0003400	1	1
OG0003401	0	0
OG0003402	0	0
OG0003403	1	0
OG0003404	1	0
OG0003405	0	0
OG0003406	2	2
OG0003407	1	1
OG0003408	0	0
OG0003409	0	0
OG0003410	1	0
OG0003411	1	0
OG0003412	1	0
OG0003413	0	0
OG0003414	1	1
OG0003415	1	0
OG0003416	0	0
OG0003417	0	0
OG0003418	0	0
OG0003419	0	0
OG0003420	0	0
OG0003421	1	1
OG0003422	0	0
OG0003423	1	1
OG0003424	1	1
OG0003425	2	1
OG0003426	2	1
OG0003427	0	0
OG0003428	0	0
OG0003429	0	0
OG0003430	0	0
OG0003431	1	0
OG0003432	1	0
OG0003433	1	1
OG0003434	2	0
OG0003435	2	1
OG0003436	0	0
OG0003437	2	0
OG0003438	0	0
OG0003439	0	0
OG0003440	1	1
OG0003441	0	0
OG0003442	4	1
OG0003443	0	0
OG0003444	0	0
OG0003445	0	0
OG0003446	10	2
OG0003447	0	0
OG0003448	0	0
OG0003449	0	0
OG0003450	0	0
OG0003451	0	0
OG0003452	2	2
OG0003453	1	0
OG0003454	1	1
OG0003455	1	0
OG0003456	0	0
OG0003457	0	0
OG0003458	0	0
OG0003459	0	0
OG0003460	0	0
OG0003461	8	4
OG0003462	0	0
OG0003463	0	0
OG0003464	0	0
OG0003465	1	1
OG0003466	0	0
OG0003467	0	0
OG0003468	0	0
OG0003469	3	1
OG0003470	1	1
OG0003471	0	0
OG0003472	2	1
OG0003473	0	0
OG0003474	0	0
OG0003475	1	1
OG0003476	1	1
OG0003477	0	0
OG0003478	0	0
OG0003479	1	0
OG0003480	1	1
OG0003481	1	0
OG0003482	0	0
OG0003483	0	0
OG0003484	1	1
OG0003485	1	1
OG0003486	2	1
OG0003487	1	1
OG0003488	0	0
OG0003489	0	0
OG0003490	0	0
OG0003491	0	0
OG0003492	0	0
OG0003493	3	1
OG0003494	1	1
OG0003495	0	0
OG0003496	0	0
OG0003497	12	2
OG0003498	0	0
OG0003499	0	0
OG0003500	0	0
OG0003501	2	2
OG0003502	0	0
OG0003503	1	1
OG0003504	0	0
OG0003505	0	0
OG0003506	1	0
OG0003507	1	1
OG0003508	1	1
OG0003509	1	1
OG0003510	0	0
OG0003511	1	1
OG0003512	2	1
OG0003513	1	0
OG0003514	2	1
OG0003515	17	9
OG0003516	1	1
OG0003517	1	1
OG0003518	1	1
OG0003519	1	1
OG0003520	0	0
OG0003521	0	0
OG0003522	2	2
OG0003523	0	0
OG0003524	0	0
OG0003525	0	0
OG0003526	0	0
OG0003527	4	2
OG0003528	2	0
OG0003529	0	0
OG0003530	2	1
OG0003531	1	0
OG0003532	1	0
OG0003533	1	1
OG0003534	2	0
OG0003535	0	0
OG0003536	0	0
OG0003537	0	0
OG0003538	0	0
OG0003539	1	1
OG0003540	0	0
OG0003541	4	2
OG0003542	2	0
OG0003543	1	0
OG0003544	0	0
OG0003545	1	0
OG0003546	1	1
OG0003547	2	1
OG0003548	1	0
OG0003549	0	0
OG0003550	0	0
OG0003551	0	0
OG0003552	1	0
OG0003553	11	5
OG0003554	1	1
OG0003555	1	0
OG0003556	3	1
OG0003557	1	0
OG0003558	0	0
OG0003559	1	0
OG0003560	1	0
OG0003561	1	1
OG0003562	1	1
OG0003563	5	5
OG0003564	2	1
OG0003565	2	1
OG0003566	2	0
OG0003567	5	2
OG0003568	1	0
OG0003569	0	0
OG0003570	2	0
OG0003571	0	0
OG0003572	0	0
OG0003573	1	1
OG0003574	0	0
OG0003575	1	0
OG0003576	0	0
OG0003577	2	1
OG0003578	0	0
OG0003579	2	0
OG0003580	0	0
OG0003581	0	0
OG0003582	0	0
OG0003583	0	0
OG0003584	1	0
OG0003585	1	1
OG0003586	1	1
OG0003587	0	0
OG0003588	1	1
OG0003589	0	0
OG0003590	1	1
OG0003591	0	0
OG0003592	2	1
OG0003593	1	1
OG0003594	1	0
OG0003595	8	2
OG0003596	0	0
OG0003597	0	0
OG0003598	1	0
OG0003599	1	0
OG0003600	1	0
OG0003601	0	0
OG0003602	0	0
OG0003603	0	0
OG0003604	0	0
OG0003605	0	0
OG0003606	2	0
OG0003607	2	0
OG0003608	1	1
OG0003609	1	1
OG0003610	0	0
OG0003611	3	1
OG0003612	0	0
OG0003613	1	1
OG0003614	1	1
OG0003615	0	0
OG0003616	0	0
OG0003617	3	2
OG0003618	0	0
OG0003619	5	2
OG0003620	4	1
OG0003621	1	1
OG0003622	5	3
OG0003623	0	0
OG0003624	1	0
OG0003625	1	0
OG0003626	0	0
OG0003627	0	0
OG0003628	1	0
OG0003629	0	0
OG0003630	4	0
OG0003631	0	0
OG0003632	2	2
OG0003633	0	0
OG0003634	1	1
OG0003635	1	1
OG0003636	1	1
OG0003637	1	1
OG0003638	0	0
OG0003639	1	1
OG0003640	0	0
OG0003641	0	0
OG0003642	2	1
OG0003643	3	3
OG0003644	0	0
OG0003645	0	0
OG0003646	1	1
OG0003647	0	0
OG0003648	2	2
OG0003649	0	0
OG0003650	0	0
OG0003651	1	0
OG0003652	0	0
OG0003653	0	0
OG0003654	0	0
OG0003655	1	0
OG0003656	1	0
OG0003657	2	1
OG0003658	1	0
OG0003659	0	0
OG0003660	1	0
OG0003661	0	0
OG0003662	0	0
OG0003663	0	0
OG0003664	0	0
OG0003665	2	1
OG0003666	5	5
OG0003667	3	2
OG0003668	0	0
OG0003669	1	1
OG0003670	1	1
OG0003671	1	0
OG0003672	1	0
OG0003673	1	1
OG0003674	1	0
OG0003675	4	3
OG0003676	0	0
OG0003677	1	1
OG0003678	0	0
OG0003679	7	3
OG0003680	1	1
OG0003681	1	0
OG0003682	1	0
OG0003683	1	1
OG0003684	1	0
OG0003685	0	0
OG0003686	0	0
OG0003687	0	0
OG0003688	0	0
OG0003689	3	2
OG0003690	0	0
OG0003691	0	0
OG0003692	2	2
OG0003693	0	0
OG0003694	0	0
OG0003695	1	1
OG0003696	0	0
OG0003697	0	0
OG0003698	1	0
OG0003699	0	0
OG0003700	2	0
OG0003701	0	0
OG0003702	0	0
OG0003703	0	0
OG0003704	1	0
OG0003705	0	0
OG0003706	0	0
OG0003707	0	0
OG0003708	0	0
OG0003709	0	0
OG0003710	1	0
OG0003711	0	0
OG0003712	0	0
OG0003713	0	0
OG0003714	3	3
OG0003715	0	0
OG0003716	0	0
OG0003717	0	0
OG0003718	1	0
OG0003719	0	0
OG0003720	0	0
OG0003721	1	0
OG0003722	1	1
OG0003723	0	0
OG0003724	0	0
OG0003725	0	0
OG0003726	1	0
OG0003727	1	1
OG0003728	1	0
OG0003729	0	0
OG0003730	0	0
OG0003731	3	0
OG0003732	1	1
OG0003733	0	0
OG0003734	1	0
OG0003735	0	0
OG0003736	0	0
OG0003737	0	0
OG0003738	0	0
OG0003739	4	3
OG0003740	0	0
OG0003741	3	3
OG0003742	0	0
OG0003743	0	0
OG0003744	0	0
OG0003745	0	0
OG0003746	0	0
OG0003747	0	0
OG0003748	0	0
OG0003749	0	0
OG0003750	0	0
OG0003751	1	0
OG0003752	0	0
OG0003753	0	0
OG0003754	0	0
OG0003755	0	0
OG0003756	0	0
OG0003757	0	0
OG0003758	0	0
OG0003759	1	1
OG0003760	0	0
OG0003761	1	1
OG0003762	0	0
OG0003763	0	0
OG0003764	0	0
OG0003765	3	0
OG0003766	1	0
OG0003767	1	1
OG0003768	1	0
OG0003769	1	0
OG0003770	8	6
OG0003771	0	0
OG0003772	0	0
OG0003773	1	1
OG0003774	0	0
OG0003775	1	0
OG0003776	0	0
OG0003777	1	0
OG0003778	0	0
OG0003779	3	1
OG0003780	0	0
OG0003781	1	1
OG0003782	0	0
OG0003783	0	0
OG0003784	0	0
OG0003785	0	0
OG0003786	2	0
OG0003787	0	0
OG0003788	1	1
OG0003789	1	0
OG0003790	0	0
OG0003791	0	0
OG0003792	0	0
OG0003793	1	1
OG0003794	2	1
OG0003795	0	0
OG0003796	1	0
OG0003797	0	0
OG0003798	0	0
OG0003799	0	0
OG0003800	1	1
OG0003801	0	0
OG0003802	5	4
OG0003803	0	0
OG0003804	0	0
OG0003805	2	1
OG0003806	1	0
OG0003807	1	1
OG0003808	0	0
OG0003809	4	4
OG0003810	0	0
OG0003811	4	2
OG0003812	0	0
OG0003813	2	0
OG0003814	0	0
OG0003815	0	0
OG0003816	0	0
OG0003817	1	1
OG0003818	0	0
OG0003819	0	0
OG0003820	1	1
OG0003821	0	0
OG0003822	1	1
OG0003823	1	1
OG0003824	0	0
OG0003825	1	0
OG0003826	0	0
OG0003827	1	0
OG0003828	0	0
OG0003829	1	1
OG0003830	1	1
OG0003831	0	0
OG0003832	3	3
OG0003833	1	1
OG0003834	28	18
OG0003835	17	12
OG0003836	13	4
OG0003837	28	17
OG0003838	16	4
OG0003839	14	9
OG0003840	3	2
OG0003841	1	0
OG0003842	1	1
OG0003843	1	1
OG0003844	0	0
OG0003845	0	0
OG0003846	0	0
OG0003847	1	0
OG0003848	1	0
OG0003849	0	0
OG0003850	0	0
OG0003851	1	1
OG0003852	0	0
OG0003853	0	0
OG0003854	0	0
OG0003855	1	1
OG0003856	0	0
OG0003857	0	0
OG0003858	2	0
OG0003859	1	1
OG0003860	0	0
OG0003861	0	0
OG0003862	0	0
OG0003863	1	1
OG0003864	0	0
OG0003865	3	1
OG0003866	0	0
OG0003867	2	0
OG0003868	3	1
OG0003869	0	0
OG0003870	0	0
OG0003871	1	0
OG0003872	0	0
OG0003873	5	2
OG0003874	0	0
OG0003875	1	0
OG0003876	1	0
OG0003877	0	0
OG0003878	4	0
OG0003879	5	4
OG0003880	0	0
OG0003881	3	2
OG0003882	0	0
OG0003883	2	0
OG0003884	0	0
OG0003885	0	0
OG0003886	0	0
OG0003887	2	1
OG0003888	0	0
OG0003889	1	0
OG0003890	0	0
OG0003891	0	0
OG0003892	0	0
OG0003893	0	0
OG0003894	0	0
OG0003895	0	0
OG0003896	1	1
OG0003897	0	0
OG0003898	0	0
OG0003899	0	0
OG0003900	0	0
OG0003901	0	0
OG0003902	2	1
OG0003903	5	1
OG0003904	0	0
OG0003905	1	0
OG0003906	0	0
OG0003907	4	0
OG0003908	0	0
OG0003909	0	0
OG0003910	1	1
OG0003911	2	1
OG0003912	0	0
OG0003913	0	0
OG0003914	1	1
OG0003915	1	0
OG0003916	0	0
OG0003917	0	0
OG0003918	0	0
OG0003919	1	0
OG0003920	0	0
OG0003921	3	2
OG0003922	0	0
OG0003923	1	0
OG0003924	1	0
OG0003925	1	1
OG0003926	2	2
OG0003927	0	0
OG0003928	0	0
OG0003929	0	0
OG0003930	0	0
OG0003931	2	2
OG0003932	0	0
OG0003933	0	0
OG0003934	1	1
OG0003935	2	1
OG0003936	0	0
OG0003937	0	0
OG0003938	0	0
OG0003939	1	1
OG0003940	0	0
OG0003941	0	0
OG0003942	10	2
OG0003943	3	2
OG0003944	1	1
OG0003945	0	0
OG0003946	5	2
OG0003947	1	0
OG0003948	0	0
OG0003949	1	1
OG0003950	0	0
OG0003951	1	0
OG0003952	0	0
OG0003953	0	0
OG0003954	0	0
OG0003955	1	0
OG0003956	1	0
OG0003957	0	0
OG0003958	1	1
OG0003959	1	1
OG0003960	2	0
OG0003961	0	0
OG0003962	3	0
OG0003963	0	0
OG0003964	2	1
OG0003965	12	6
OG0003966	0	0
OG0003967	0	0
OG0003968	0	0
OG0003969	0	0
OG0003970	1	0
OG0003971	0	0
OG0003972	5	3
OG0003973	0	0
OG0003974	0	0
OG0003975	0	0
OG0003976	1	0
OG0003977	9	6
OG0003978	0	0
OG0003979	0	0
OG0003980	2	1
OG0003981	0	0
OG0003982	1	0
OG0003983	0	0
OG0003984	1	1
OG0003985	0	0
OG0003986	4	2
OG0003987	0	0
OG0003988	1	1
OG0003989	0	0
OG0003990	0	0
OG0003991	0	0
OG0003992	2	0
OG0003993	4	2
OG0003994	0	0
OG0003995	0	0
OG0003996	0	0
OG0003997	1	0
OG0003998	1	0
OG0003999	0	0
OG0004000	0	0
OG0004001	0	0
OG0004002	0	0
OG0004003	1	0
OG0004004	1	1
OG0004005	0	0
OG0004006	1	0
OG0004007	2	1
OG0004008	1	1
OG0004009	6	3
OG0004010	3	1
OG0004011	0	0
OG0004012	0	0
OG0004013	0	0
OG0004014	0	0
OG0004015	0	0
OG0004016	0	0
OG0004017	1	0
OG0004018	0	0
OG0004019	1	0
OG0004020	1	0
OG0004021	1	1
OG0004022	0	0
OG0004023	1	0
OG0004024	7	0
OG0004025	0	0
OG0004026	1	0
OG0004027	1	1
OG0004028	0	0
OG0004029	1	1
OG0004030	1	0
OG0004031	0	0
OG0004032	0	0
OG0004033	0	0
OG0004034	0	0
OG0004035	0	0
OG0004036	2	2
OG0004037	1	0
OG0004038	0	0
OG0004039	0	0
OG0004040	1	0
OG0004041	0	0
OG0004042	1	0
OG0004043	0	0
OG0004044	0	0
OG0004045	2	1
OG0004046	0	0
OG0004047	1	0
OG0004048	1	1
OG0004049	0	0
OG0004050	0	0
OG0004051	0	0
OG0004052	1	0
OG0004053	2	1
OG0004054	0	0
OG0004055	1	1
OG0004056	1	0
OG0004057	1	1
OG0004058	0	0
OG0004059	1	1
OG0004060	1	0
OG0004061	2	2
OG0004062	0	0
OG0004063	0	0
OG0004064	0	0
OG0004065	1	0
OG0004066	2	1
OG0004067	1	0
OG0004068	3	2
OG0004069	0	0
OG0004070	0	0
OG0004071	0	0
OG0004072	0	0
OG0004073	1	0
OG0004074	1	1
OG0004075	0	0
OG0004076	0	0
OG0004077	0	0
OG0004078	0	0
OG0004079	0	0
OG0004080	1	1
OG0004081	1	1
OG0004082	1	0
OG0004083	0	0
OG0004084	0	0
OG0004085	1	0
OG0004086	2	2
OG0004087	1	0
OG0004088	2	2
OG0004089	2	2
OG0004090	0	0
OG0004091	3	0
OG0004092	0	0
OG0004093	2	1
OG0004094	4	3
OG0004095	0	0
OG0004096	1	1
OG0004097	0	0
OG0004098	0	0
OG0004099	0	0
OG0004100	1	1
OG0004101	0	0
OG0004102	0	0
OG0004103	0	0
OG0004104	0	0
OG0004105	1	0
OG0004106	0	0
OG0004107	1	0
OG0004108	0	0
OG0004109	0	0
OG0004110	0	0
OG0004111	5	1
OG0004112	2	1
OG0004113	0	0
OG0004114	0	0
OG0004115	2	1
OG0004116	0	0
OG0004117	1	1
OG0004118	0	0
OG0004119	1	0
OG0004120	1	0
OG0004121	1	0
OG0004122	1	1
OG0004123	3	0
OG0004124	0	0
OG0004125	0	0
OG0004126	0	0
OG0004127	2	0
OG0004128	0	0
OG0004129	1	0
OG0004130	0	0
OG0004131	0	0
OG0004132	0	0
OG0004133	0	0
OG0004134	0	0
OG0004135	1	1
OG0004136	4	3
OG0004137	0	0
OG0004138	1	1
OG0004139	0	0
OG0004140	1	1
OG0004141	0	0
OG0004142	5	2
OG0004143	0	0
OG0004144	1	0
OG0004145	0	0
OG0004146	0	0
OG0004147	1	0
OG0004148	1	0
OG0004149	2	2
OG0004150	0	0
OG0004151	1	0
OG0004152	0	0
OG0004153	1	1
OG0004154	0	0
OG0004155	0	0
OG0004156	0	0
OG0004157	0	0
OG0004158	0	0
OG0004159	0	0
OG0004160	0	0
OG0004161	1	1
OG0004162	1	1
OG0004163	1	1
OG0004164	0	0
OG0004165	1	0
OG0004166	2	0
OG0004167	0	0
OG0004168	0	0
OG0004169	2	0
OG0004170	0	0
OG0004171	1	0
OG0004172	1	0
OG0004173	1	1
OG0004174	1	0
OG0004175	1	0
OG0004176	1	0
OG0004177	0	0
OG0004178	2	2
OG0004179	0	0
OG0004180	1	0
OG0004181	1	0
OG0004182	1	1
OG0004183	0	0
OG0004184	3	3
OG0004185	0	0
OG0004186	2	1
OG0004187	1	1
OG0004188	0	0
OG0004189	3	3
OG0004190	0	0
OG0004191	1	0
OG0004192	0	0
OG0004193	0	0
OG0004194	1	0
OG0004195	3	1
OG0004196	0	0
OG0004197	0	0
OG0004198	0	0
OG0004199	0	0
OG0004200	2	2
OG0004201	0	0
OG0004202	0	0
OG0004203	1	0
OG0004204	1	0
OG0004205	0	0
OG0004206	0	0
OG0004207	0	0
OG0004208	0	0
OG0004209	0	0
OG0004210	0	0
OG0004211	1	1
OG0004212	0	0
OG0004213	1	1
OG0004214	0	0
OG0004215	0	0
OG0004216	0	0
OG0004217	1	0
OG0004218	0	0
OG0004219	0	0
OG0004220	1	0
OG0004221	0	0
OG0004222	2	1
OG0004223	1	1
OG0004224	0	0
OG0004225	1	0
OG0004226	1	1
OG0004227	2	0
OG0004228	0	0
OG0004229	0	0
OG0004230	1	0
OG0004231	0	0
OG0004232	1	0
OG0004233	2	2
OG0004234	1	1
OG0004235	0	0
OG0004236	1	1
OG0004237	0	0
OG0004238	0	0
OG0004239	0	0
OG0004240	0	0
OG0004241	0	0
OG0004242	1	1
OG0004243	0	0
OG0004244	2	1
OG0004245	0	0
OG0004246	2	2
OG0004247	26	20
OG0004248	2	0
OG0004249	9	5
OG0004250	4	3
OG0004251	6	2
OG0004252	23	16
OG0004253	47	47
OG0004254	33	29
OG0004255	2	1
OG0004256	0	0
OG0004257	0	0
OG0004258	0	0
OG0004259	1	1
OG0004260	0	0
OG0004261	2	0
OG0004262	0	0
OG0004263	0	0
OG0004264	0	0
OG0004265	0	0
OG0004266	0	0
OG0004267	0	0
OG0004268	0	0
OG0004269	0	0
OG0004270	0	0
OG0004271	1	0
OG0004272	12	2
OG0004273	0	0
OG0004274	0	0
OG0004275	0	0
OG0004276	0	0
OG0004277	3	0
OG0004278	4	4
OG0004279	3	0
OG0004280	0	0
OG0004281	1	1
OG0004282	1	1
OG0004283	12	3
OG0004284	2	2
OG0004285	0	0
OG0004286	1	1
OG0004287	0	0
OG0004288	3	0
OG0004289	3	2
OG0004290	0	0
OG0004291	0	0
OG0004292	1	0
OG0004293	1	1
OG0004294	1	0
OG0004295	0	0
OG0004296	0	0
OG0004297	0	0
OG0004298	2	0
OG0004299	0	0
OG0004300	1	0
OG0004301	1	0
OG0004302	0	0
OG0004303	0	0
OG0004304	1	1
OG0004305	0	0
OG0004306	0	0
OG0004307	4	1
OG0004308	0	0
OG0004309	0	0
OG0004310	0	0
OG0004311	0	0
OG0004312	0	0
OG0004313	0	0
OG0004314	0	0
OG0004315	1	0
OG0004316	0	0
OG0004317	0	0
OG0004318	1	0
OG0004319	4	0
OG0004320	0	0
OG0004321	0	0
OG0004322	0	0
OG0004323	1	0
OG0004324	2	2
OG0004325	0	0
OG0004326	1	0
OG0004327	1	1
OG0004328	1	1
OG0004329	3	0
OG0004330	0	0
OG0004331	0	0
OG0004332	2	0
OG0004333	2	1
OG0004334	0	0
OG0004335	0	0
OG0004336	0	0
OG0004337	0	0
OG0004338	1	0
OG0004339	0	0
OG0004340	0	0
OG0004341	0	0
OG0004342	1	1
OG0004343	0	0
OG0004344	1	0
OG0004345	0	0
OG0004346	1	0
OG0004347	1	0
OG0004348	1	1
OG0004349	0	0
OG0004350	0	0
OG0004351	8	2
OG0004352	9	3
OG0004353	0	0
OG0004354	0	0
OG0004355	1	0
OG0004356	0	0
OG0004357	0	0
OG0004358	2	0
OG0004359	1	0
OG0004360	0	0
OG0004361	0	0
OG0004362	0	0
OG0004363	2	2
OG0004364	0	0
OG0004365	2	1
OG0004366	0	0
OG0004367	0	0
OG0004368	0	0
OG0004369	4	2
OG0004370	2	1
OG0004371	0	0
OG0004372	0	0
OG0004373	1	0
OG0004374	0	0
OG0004375	1	0
OG0004376	0	0
OG0004377	0	0
OG0004378	0	0
OG0004379	0	0
OG0004380	1	0
OG0004381	4	1
OG0004382	0	0
OG0004383	2	2
OG0004384	1	0
OG0004385	1	0
OG0004386	0	0
OG0004387	1	1
OG0004388	0	0
OG0004389	2	1
OG0004390	1	0
OG0004391	15	7
OG0004392	0	0
OG0004393	1	0
OG0004394	0	0
OG0004395	1	0
OG0004396	0	0
OG0004397	0	0
OG0004398	0	0
OG0004399	0	0
OG0004400	0	0
OG0004401	0	0
OG0004402	3	0
OG0004403	0	0
OG0004404	1	1
OG0004405	1	0
OG0004406	2	2
OG0004407	1	0
OG0004408	0	0
OG0004409	0	0
OG0004410	4	0
OG0004411	3	1
OG0004412	3	2
OG0004413	1	1
OG0004414	0	0
OG0004415	2	2
OG0004416	0	0
OG0004417	12	2
OG0004418	0	0
OG0004419	0	0
OG0004420	1	0
OG0004421	0	0
OG0004422	0	0
OG0004423	0	0
OG0004424	0	0
OG0004425	1	0
OG0004426	0	0
OG0004427	1	0
OG0004428	2	1
OG0004429	0	0
OG0004430	1	0
OG0004431	0	0
OG0004432	0	0
OG0004433	0	0
OG0004434	0	0
OG0004435	0	0
OG0004436	0	0
OG0004437	0	0
OG0004438	2	1
OG0004439	0	0
OG0004440	0	0
OG0004441	2	2
OG0004442	0	0
OG0004443	2	0
OG0004444	0	0
OG0004445	0	0
OG0004446	6	4
OG0004447	0	0
OG0004448	0	0
OG0004449	1	0
OG0004450	3	1
OG0004451	1	1
OG0004452	0	0
OG0004453	0	0
OG0004454	2	2
OG0004455	0	0
OG0004456	1	0
OG0004457	0	0
OG0004458	1	0
OG0004459	1	0
OG0004460	1	0
OG0004461	0	0
OG0004462	0	0
OG0004463	3	2
OG0004464	0	0
OG0004465	0	0
OG0004466	0	0
OG0004467	0	0
OG0004468	1	1
OG0004469	0	0
OG0004470	0	0
OG0004471	0	0
OG0004472	3	0
OG0004473	1	1
OG0004474	0	0
OG0004475	0	0
OG0004476	2	1
OG0004477	1	0
OG0004478	1	0
OG0004479	0	0
OG0004480	0	0
OG0004481	0	0
OG0004482	0	0
OG0004483	1	0
OG0004484	0	0
OG0004485	1	0
OG0004486	5	4
OG0004487	1	0
OG0004488	0	0
OG0004489	0	0
OG0004490	1	1
OG0004491	0	0
OG0004492	1	0
OG0004493	3	2
OG0004494	1	1
OG0004495	0	0
OG0004496	2	1
OG0004497	0	0
OG0004498	0	0
OG0004499	0	0
OG0004500	1	0
OG0004501	0	0
OG0004502	2	2
OG0004503	0	0
OG0004504	0	0
OG0004505	0	0
OG0004506	1	1
OG0004507	1	1
OG0004508	0	0
OG0004509	5	3
OG0004510	1	1
OG0004511	0	0
OG0004512	0	0
OG0004513	0	0
OG0004514	0	0
OG0004515	1	1
OG0004516	1	1
OG0004517	1	0
OG0004518	0	0
OG0004519	1	0
OG0004520	1	0
OG0004521	1	1
OG0004522	10	3
OG0004523	1	1
OG0004524	0	0
OG0004525	2	1
OG0004526	1	0
OG0004527	4	1
OG0004528	0	0
OG0004529	1	1
OG0004530	0	0
OG0004531	0	0
OG0004532	1	1
OG0004533	0	0
OG0004534	0	0
OG0004535	1	1
OG0004536	1	1
OG0004537	1	0
OG0004538	4	2
OG0004539	0	0
OG0004540	0	0
OG0004541	1	0
OG0004542	0	0
OG0004543	1	0
OG0004544	1	1
OG0004545	1	0
OG0004546	2	1
OG0004547	0	0
OG0004548	1	1
OG0004549	0	0
OG0004550	2	0
OG0004551	0	0
OG0004552	0	0
OG0004553	2	1
OG0004554	1	0
OG0004555	1	1
OG0004556	1	0
OG0004557	1	0
OG0004558	1	1
OG0004559	0	0
OG0004560	1	1
OG0004561	0	0
OG0004562	1	0
OG0004563	1	0
OG0004564	1	0
OG0004565	2	2
OG0004566	2	2
OG0004567	1	0
OG0004568	0	0
OG0004569	1	1
OG0004570	1	0
OG0004571	3	0
OG0004572	1	0
OG0004573	0	0
OG0004574	1	1
OG0004575	0	0
OG0004576	0	0
OG0004577	4	4
OG0004578	0	0
OG0004579	2	2
OG0004580	1	1
OG0004581	0	0
OG0004582	1	1
OG0004583	0	0
OG0004584	0	0
OG0004585	0	0
OG0004586	1	0
OG0004587	0	0
OG0004588	0	0
OG0004589	3	0
OG0004590	1	1
OG0004591	2	2
OG0004592	3	3
OG0004593	1	0
OG0004594	0	0
OG0004595	2	0
OG0004596	3	1
OG0004597	0	0
OG0004598	1	1
OG0004599	2	1
OG0004600	0	0
OG0004601	0	0
OG0004602	0	0
OG0004603	10	2
OG0004604	8	4
OG0004605	12	9
OG0004606	16	8
OG0004607	46	46
OG0004608	9	7
OG0004609	10	5
OG0004610	1	1
OG0004611	10	5
OG0004612	4	1
OG0004613	2	0
OG0004614	1	1
OG0004615	1	0
OG0004616	5	2
OG0004617	1	1
OG0004618	1	0
