genome,score
GTX0491.bin.39.fa,78.74941263900197
GTX0466.bin.74.fa,96.09153673447544
GTX0468.bin.25.fa,61.23393588265312
GTX0466.bin.67.fa,61.448716572055694
GTX0486_487.bin.30.fa,74.03565872116201
GTX0491.bin.12.fa,78.56304442919121
GTX0468.bin.76.fa,73.14293181425188
GTX0491.bin.35.fa,52.234082389286996
GTX0468.bin.46.fa,22.593785332090267
GTX0486_487.bin.49.fa,69.53598429224645
GTX0491.bin.31.fa,90.80719186568447
GTX0466.bin.71.fa,50.695601762725374
GTX0465.bin.6.fa,82.62463589582086
GTX0466.bin.84.fa,71.55829989419948
GTX0468.bin.3.fa,88.66498525835468
GTX0481.bin.25.fa,64.96061510944828
GTX0494.bin.20.fa,63.53892124202029
GTX0493.bin.10.fa,80.05519731404084
GTX0493.bin.22.fa,81.71920351056917
GTX0466.bin.22.fa,52.10758852990735
GTX0484.bin.14.fa,47.187356643486815
GTX0468.bin.70.fa,38.607728750725926
GTX0486_487.bin.86.fa,74.97725289469824
GTX0491.bin.23.fa,84.8326408424978
GTX0494.bin.10.fa,60.168752754776264
GTX0481.bin.2.fa,70.86658822484812
GTX0493.bin.18.fa,79.94668508464439
GTX0468.bin.12.fa,46.71642973758117
GTX0486_487.bin.69.fa,46.05859515425578
GTX0484.bin.4.fa,57.64237781105431
GTX0494.bin.17.fa,48.327993385714244
GTX0465.bin.15.fa,19.838238091013853
GTX0465.bin.10.fa,56.621462013818906
GTX0468.bin.59.fa,63.89590827065154
GTX0468.bin.22.fa,60.57186536368417
GTX0468.bin.80.fa,56.71772895034469
GTX0481.bin.20.fa,70.37373761420609
GTX0481.bin.3.fa,47.78421747548712
GTX0493.bin.13.fa,56.14681955626246
GTX0494.bin.29.fa,65.95373050816016
GTX0493.bin.14.fa,72.25363499543597
GTX0493.bin.34.fa,36.609075625191814
GTX0494.bin.9.fa,66.36166527602292
GTX0466.bin.44.fa,90.6682741081862
GTX0468.bin.37.fa,65.53937178871001
GTX0486_487.bin.22.fa,68.029701362961
GTX0465.bin.18.fa,65.5757289353445
GTX0466.bin.27.fa,57.261162809333904
GTX0466.bin.79.fa,65.21466169669051
GTX0468.bin.62.fa,79.72918055433578
GTX0484.bin.12.fa,54.583090063066564
